lipophil	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_1	unknown_2.1	unknown_2.2	unknown_2.3	unknown_2.4	fibre	trans_fibre_gland	trans_fibre_epithelia	gland_1	epithelia_gland_like	epithelia_unknown_1	epithelia_ventral	trans_epithelia_ventral_peptidergic	trans_epithelia_dorsal_ventral	epithelia_dorsal_like	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_iota_like	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
TrH2_TrispH2_006569	39	0	3	1	6	3	7	2	5	38	2	0	26	5	0	31	2	6	17	15	1	4	6	0	2	1	1	3	2	2	3	1	3	1	0	4	0	1
TrH2_TrispH2_006570	57	6	1	2	4	4	5	2	9	80	1	6	46	12	0	42	2	8	40	29	1	4	3	1	0	1	1	1	2	1	4	3	6	1	1	1	1	0
TrH2_TrispH2_006571	2	0	0	0	0	0	0	0	0	3	0	0	2	1	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_006573	179	3	3	1	24	4	19	2	42	187	1	8	122	51	5	142	7	19	70	83	8	7	16	3	4	4	1	6	11	2	9	4	9	4	6	5	5	6
TrH2_TrispH2_006576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006577	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006579	835	17	35	18	152	44	124	36	171	743	4	16	690	233	26	677	29	79	296	372	33	60	55	20	17	27	21	25	44	24	83	39	57	17	24	20	24	5
TrH2_TrispH2_006581	1054	29	24	0	60	34	80	12	76	1016	7	51	436	135	16	589	12	84	334	238	14	36	97	18	14	17	18	11	24	8	35	42	16	18	12	58	40	0
TrH2_TrispH2_006586	102	3	8	2	13	6	9	0	16	109	0	2	58	29	0	76	2	14	36	51	3	7	8	2	1	5	2	2	5	4	9	1	5	2	0	2	3	0
TrH2_TrispH2_006587	39	2	1	0	7	1	5	2	11	54	1	2	36	6	2	37	2	8	15	18	4	2	3	2	0	3	4	0	2	0	2	0	8	2	2	1	3	1
TrH2_TrispH2_006589	21	0	0	0	3	0	0	1	2	15	1	1	12	4	0	12	4	1	2	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006591	59	1	5	1	11	3	8	3	11	62	0	6	51	11	3	47	2	7	25	27	0	4	1	1	0	2	1	0	3	0	4	2	2	2	0	4	0	0
TrH2_TrispH2_006593	110	3	7	1	13	5	12	8	16	108	1	3	57	30	6	71	4	13	43	38	4	15	2	3	2	6	3	2	6	2	8	4	12	1	1	5	3	0
TrH2_TrispH2_006594	14	0	1	1	2	0	2	1	3	5	0	1	3	3	0	2	0	0	4	2	0	0	0	0	1	2	0	0	0	1	1	1	0	0	0	1	0	0
TrH2_orphan_598	1	0	0	0	0	0	1	0	0	3	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006596	2	0	0	0	0	0	0	0	1	2	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_006597	117	6	11	0	15	4	8	3	7	212	1	6	77	31	0	126	10	22	104	38	4	13	10	2	1	1	4	5	15	1	9	4	9	3	4	1	1	3
TrH2_TrispH2_006602	10	0	0	2	1	0	1	1	2	8	0	0	6	11	0	4	0	2	1	3	0	0	0	0	0	0	1	0	4	0	1	0	1	0	0	0	0	6
TrH2_TrispH2_006603	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006604	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006605	26	0	0	0	6	2	6	0	4	18	0	3	11	5	0	9	0	5	6	8	0	3	0	1	0	2	1	2	0	1	3	1	8	0	0	2	2	0
TrH2_orphan_599	8	0	0	0	4	0	1	1	0	6	0	0	3	1	0	7	0	4	1	0	0	1	0	0	0	1	0	0	2	0	1	0	3	1	0	0	0	0
TrH2_orphan_600	27	0	0	4	6	0	1	2	3	22	0	0	12	3	0	15	0	4	7	21	2	9	4	0	0	1	0	0	0	0	7	2	6	0	1	1	1	0
TrH2_TrispH2_006608	74	1	3	0	5	7	10	5	17	59	0	3	53	16	0	54	6	11	17	33	1	5	3	0	0	3	2	0	5	4	8	2	4	3	3	2	3	1
TrH2_TrispH2_006609	0	0	0	0	0	0	0	1	0	2	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006610	395	17	19	3	50	14	27	12	51	504	10	28	262	92	9	242	12	51	194	139	8	20	33	1	3	4	6	11	22	10	25	7	21	13	5	21	14	1
TrH2_TrispH2_006611	335	7	13	10	63	17	50	14	75	342	6	13	303	136	6	249	13	50	140	176	10	23	13	10	2	11	11	5	16	10	33	17	16	16	5	12	15	6
TrH2_TrispH2_006612	400	8	21	3	59	13	34	18	66	401	2	17	252	105	5	318	17	48	141	145	18	20	29	9	3	12	7	9	23	11	37	16	19	8	8	4	13	12
TrH2_TrispH2_006613	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
TrH2_TrispH2_006615	6672	161	358	81	1048	319	786	323	1156	6029	84	235	4906	1852	102	5042	167	753	2268	2705	297	525	392	160	99	214	200	189	414	194	593	315	350	165	205	262	195	87
TrH2_TrispH2_006617	54	2	7	2	8	1	4	2	8	85	1	5	40	17	0	68	2	6	32	31	0	5	0	2	1	2	1	0	5	0	8	0	6	0	1	0	6	2
TrH2_TrispH2_006618	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_006621	11	1	3	0	1	0	0	1	1	34	0	1	10	1	0	9	3	6	20	3	0	0	1	0	0	0	1	0	2	0	3	1	0	1	0	0	0	0
TrH2_orphan_601	2	0	0	0	0	1	1	0	0	3	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_004824	67	1	1	2	4	3	9	2	10	64	2	5	36	18	3	41	1	9	19	20	3	3	7	0	1	3	1	2	4	0	10	3	3	0	1	4	0	2
TrH2_TrispH2_004829	20	0	4	0	4	0	4	2	4	26	0	0	16	6	0	16	0	4	7	14	0	1	0	0	0	1	0	0	1	0	3	0	3	1	2	1	1	0
TrH2_TrispH2_004833	25	0	0	0	3	0	0	1	3	20	0	1	21	8	0	28	1	4	10	15	1	6	4	1	2	1	2	2	2	1	0	1	1	1	1	2	0	0
TrH2_TrispH2_004834	245	7	8	5	45	10	32	9	38	256	4	9	186	82	6	221	3	28	98	106	7	19	12	4	0	8	6	4	16	7	21	10	19	7	6	12	8	5
TrH2_TrispH2_004838	10	0	1	0	2	1	0	0	0	10	0	0	6	1	0	7	1	1	2	3	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0
TrH2_orphan_602	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TrH2_TrispH2_004842	98	2	4	1	13	3	10	4	12	125	0	4	43	20	0	65	6	11	47	50	3	10	4	4	1	5	2	2	2	0	6	6	4	3	5	0	4	2
TrH2_TrispH2_004843	190	7	6	5	27	11	15	12	40	238	1	14	121	64	2	141	7	32	77	61	5	9	9	2	2	14	6	6	10	4	18	12	5	6	12	7	9	6
TrH2_TrispH2_004846	111	0	5	3	20	0	9	2	22	101	3	5	81	25	4	90	3	15	55	49	6	7	5	4	0	2	2	4	7	3	9	5	12	3	6	5	5	3
TrH2_TrispH2_004848	23	0	4	1	3	2	1	0	3	14	0	0	18	7	0	8	0	2	4	7	1	1	2	1	0	1	0	1	1	0	2	0	1	0	3	0	0	0
TrH2_TrispH2_004849	64	0	1	0	7	0	7	1	1	36	1	0	40	14	0	27	1	5	14	20	1	3	3	1	2	1	1	0	6	5	5	1	3	2	0	4	1	0
TrH2_TrispH2_004850	331	12	15	11	47	14	40	17	50	334	5	19	213	72	5	212	7	31	154	106	11	23	21	10	5	13	8	4	17	6	22	17	20	7	12	13	5	3
TrH2_orphan_604	13	0	2	0	1	0	5	0	2	12	0	0	3	2	0	11	1	1	5	5	0	0	1	0	0	0	0	0	2	0	3	0	1	0	1	0	1	1
TrH2_TrispH2_004862	40	2	1	1	4	1	6	3	1	32	0	0	19	15	1	19	2	3	19	14	1	2	3	1	0	1	1	1	1	0	2	2	1	0	0	1	0	0
TrH2_TrispH2_004864	329	3	13	8	50	12	32	13	64	242	1	2	203	56	3	243	11	21	88	143	11	30	28	18	11	10	6	3	21	12	34	9	26	13	11	7	9	8
TrH2_TrispH2_004865	23	2	0	0	1	2	3	2	3	20	1	0	17	4	0	20	1	0	9	19	4	4	1	0	0	1	0	1	1	1	9	0	4	0	1	0	1	0
TrH2_TrispH2_004868	28	1	0	0	5	2	3	0	2	33	0	3	13	10	0	24	0	6	15	14	1	2	0	1	0	1	1	0	3	2	4	0	1	2	0	0	0	0
TrH2_TrispH2_004871	87	3	7	1	15	3	20	1	15	85	3	6	77	14	2	50	5	15	41	32	2	8	4	1	1	5	4	2	4	2	6	7	0	2	3	2	3	1
TrH2_TrispH2_004872	341	4	11	4	47	12	33	10	54	264	1	6	189	67	5	237	11	25	98	127	13	19	25	11	7	13	12	6	16	6	22	11	18	7	9	7	9	3
TrH2_TrispH2_004822	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_004823	10	0	1	0	0	1	2	0	3	6	0	0	10	1	0	6	0	1	6	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
TrH2_TrispH2_004825	63	1	1	4	11	2	3	2	10	79	0	1	34	9	0	50	3	7	31	30	6	2	6	1	1	2	1	0	6	2	2	3	5	2	4	5	1	0
TrH2_TrispH2_004826	63	4	1	1	5	1	6	0	8	26	0	1	38	14	2	45	1	6	7	19	0	12	4	0	0	1	2	0	1	2	5	3	3	2	1	0	4	0
TrH2_TrispH2_004827	349	12	20	5	40	12	32	9	45	391	1	20	231	64	12	235	5	53	168	122	10	25	14	4	6	15	7	10	21	4	20	15	12	7	11	14	11	1
TrH2_TrispH2_004828	60	3	0	0	11	5	15	5	12	64	0	1	52	17	2	63	3	2	20	24	2	7	4	2	1	1	0	2	5	0	13	4	4	1	3	0	1	0
TrH2_TrispH2_004830	111	3	3	3	11	7	12	3	20	92	1	3	58	16	2	71	5	11	45	49	6	11	5	1	1	5	3	1	8	1	11	2	7	3	7	2	1	1
TrH2_TrispH2_004831	85	2	3	5	21	7	19	6	13	84	0	3	72	26	0	62	4	4	27	33	2	7	10	3	6	4	3	0	2	2	4	5	9	1	2	4	7	5
TrH2_TrispH2_004832	58	5	3	1	9	2	5	3	10	81	1	3	42	11	0	53	4	7	38	23	3	6	2	1	0	0	3	2	4	2	9	3	3	1	0	4	2	0
TrH2_orphan_605	18	0	0	0	1	0	1	0	6	18	1	0	15	1	0	6	0	1	8	1	0	2	2	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0
TrH2_TrispH2_004835	10	0	0	1	2	2	1	0	2	7	0	0	11	5	0	5	0	3	3	8	0	0	1	0	0	1	1	2	0	1	4	0	0	0	1	1	0	1
TrH2_TrispH2_004836	10	0	0	0	2	0	1	0	1	6	1	0	16	1	0	6	0	2	5	3	0	0	3	0	1	1	2	0	0	1	2	0	1	0	0	1	0	0
TrH2_TrispH2_004837	15	2	1	1	3	0	6	1	1	26	0	0	22	13	0	21	1	3	4	8	1	3	3	0	0	0	2	0	2	2	2	0	0	0	1	0	1	0
TrH2_TrispH2_004839	93	1	4	2	14	1	10	2	16	76	1	5	49	16	3	47	3	6	30	27	0	7	9	3	1	2	2	1	3	2	5	6	7	2	4	1	1	0
TrH2_TrispH2_004840	16	1	1	0	1	3	3	2	0	17	0	0	13	9	1	5	0	4	18	1	0	3	1	1	0	2	0	0	1	0	0	1	0	1	1	0	0	0
TrH2_TrispH2_004841	53	5	2	0	1	1	4	1	0	82	0	2	15	14	1	35	2	12	35	13	1	2	3	1	0	2	1	1	0	0	5	2	0	1	0	1	0	0
TrH2_TrispH2_004844	62	0	4	1	17	3	4	4	13	49	0	0	34	11	0	65	1	4	15	32	0	10	9	0	5	4	1	0	4	0	5	2	11	0	3	1	2	8
TrH2_TrispH2_004845	54	2	2	1	7	4	8	3	6	79	0	5	51	17	1	38	1	2	29	31	3	4	3	2	2	2	2	2	4	1	1	1	9	0	0	3	1	0
TrH2_TrispH2_004847	69	0	1	5	10	0	8	3	7	64	0	0	52	17	2	61	1	6	27	22	3	5	6	2	0	3	0	1	5	2	5	3	1	2	2	1	4	0
TrH2_TrispH2_004851	150	2	6	3	21	8	25	4	22	148	3	7	107	32	3	102	2	14	56	66	4	11	13	7	5	9	11	7	10	4	11	8	11	3	8	9	6	2
TrH2_TrispH2_004852	20	0	1	0	5	1	6	0	3	25	0	0	11	7	0	15	2	3	13	3	3	1	1	0	0	2	0	0	2	1	2	0	0	0	1	1	0	0
TrH2_TrispH2_004853	9	0	0	1	0	1	4	0	4	15	0	0	24	1	2	13	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
TrH2_TrispH2_004854	51	0	1	3	8	4	12	2	9	34	0	1	37	16	0	33	1	7	9	20	0	4	1	0	0	4	0	2	5	8	1	1	7	3	1	5	2	3
TrH2_TrispH2_004855	8	0	0	2	4	1	5	0	1	8	0	0	14	4	1	9	0	3	5	3	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	3
TrH2_orphan_606	0	0	0	0	1	0	0	0	0	2	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_004856	204	5	9	3	23	13	29	6	30	203	2	6	133	48	1	106	6	11	66	67	3	16	14	5	4	7	4	9	9	7	14	10	9	5	5	11	4	2
TrH2_TrispH2_004857	170	3	8	2	34	9	11	5	33	147	3	5	157	62	2	146	6	16	67	82	9	16	10	6	3	7	9	3	17	4	13	10	15	8	7	9	5	3
TrH2_TrispH2_004858	365	13	22	6	64	18	43	18	82	361	6	18	269	97	7	314	13	52	119	157	14	33	35	13	9	9	18	11	36	5	41	12	22	12	10	12	10	6
TrH2_TrispH2_004859	6	0	0	1	0	0	2	0	3	14	1	1	5	3	0	3	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TrH2_TrispH2_004860	94	0	4	4	24	2	5	4	17	57	0	1	55	24	0	62	1	3	12	32	3	13	12	0	1	3	3	2	6	1	12	3	10	0	1	1	2	0
TrH2_TrispH2_004861	282	15	15	8	38	6	29	6	29	342	3	19	159	68	8	239	4	48	131	119	9	15	24	7	6	10	5	8	6	7	26	7	9	8	7	7	7	3
TrH2_TrispH2_004863	28	0	2	1	7	2	2	1	1	46	0	0	23	12	1	20	2	4	10	8	0	1	4	0	1	1	1	0	2	1	3	2	2	1	0	0	0	0
TrH2_TrispH2_004866	155	3	4	3	17	3	30	2	30	115	1	4	112	41	1	99	4	10	37	65	5	13	12	8	1	13	5	4	11	5	9	6	11	3	3	3	4	0
TrH2_TrispH2_004867	143	6	2	3	21	5	20	3	28	176	3	12	100	35	2	117	9	10	67	60	4	5	5	5	4	7	4	4	13	7	13	9	8	4	1	1	3	0
TrH2_TrispH2_004869	25	0	2	0	19	1	3	0	7	27	1	1	21	13	0	17	0	4	8	11	2	1	0	1	2	1	0	0	3	6	1	5	1	3	2	2	1	3
TrH2_TrispH2_004870	205	4	10	3	25	8	25	7	26	203	5	8	150	59	2	149	1	27	78	73	9	11	17	3	5	8	11	2	9	3	14	10	15	2	5	13	4	2
TrH2_TrispH2_004873	135	2	10	2	29	5	15	7	27	114	0	1	110	33	5	111	1	18	37	60	7	6	2	6	0	5	2	6	13	2	13	5	8	4	4	3	3	2
TrH2_TrispH2_004943	12	2	1	0	1	1	3	2	4	30	0	1	12	4	2	15	1	5	8	10	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0
TrH2_TrispH2_004945	224	0	0	0	23	1	82	0	25	176	0	0	216	24	0	175	0	121	68	63	77	45	0	0	8	8	0	0	20	0	2	17	21	19	0	0	0	0
TrH2_TrispH2_004946	197	9	3	4	16	13	23	7	24	227	5	16	127	49	0	141	11	30	98	75	10	18	10	9	4	9	6	3	8	6	20	11	4	7	3	9	4	3
TrH2_TrispH2_004948	314	12	11	0	49	21	45	12	50	313	3	16	222	70	6	220	15	47	105	140	14	31	17	13	5	7	9	10	16	6	35	11	11	9	5	5	4	7
TrH2_TrispH2_004950	147	6	8	3	20	5	18	15	21	117	2	5	95	36	2	91	6	14	55	81	4	14	8	3	5	3	4	3	5	6	12	4	10	2	3	3	5	3
TrH2_orphan_607	2	0	0	1	0	0	0	0	0	4	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_004952	211	5	13	3	18	13	29	10	24	242	3	10	156	56	1	137	5	36	94	82	11	15	16	7	1	3	7	5	8	4	17	10	7	6	7	9	3	2
TrH2_TrispH2_004954	389	14	23	10	54	17	34	17	57	392	4	16	283	94	5	309	8	44	150	181	9	36	23	5	4	19	14	12	34	9	32	18	18	22	6	17	9	6
TrH2_TrispH2_004956	166	2	8	5	38	9	22	13	35	196	1	8	127	48	1	128	7	30	76	88	7	10	10	3	4	4	4	3	10	2	15	5	9	3	5	5	7	3
TrH2_TrispH2_004957	576	22	27	7	76	25	53	30	93	617	6	32	360	133	8	408	13	59	183	203	14	49	32	11	4	13	9	22	34	14	53	17	24	16	13	18	14	8
TrH2_TrispH2_004960	81	7	4	1	8	5	8	2	12	104	1	4	50	23	1	61	3	8	39	41	2	4	5	2	1	3	2	4	4	2	6	1	8	1	4	3	3	1
TrH2_orphan_608	23	0	1	1	2	3	1	1	1	13	0	1	13	1	0	10	0	1	6	7	0	0	0	0	0	2	1	2	0	1	1	0	2	0	0	0	0	0
TrH2_TrispH2_004962	7	0	0	0	0	0	1	0	3	3	0	0	9	1	0	5	0	4	4	7	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	2	1	1
TrH2_TrispH2_004963	54	2	6	1	11	3	3	4	5	63	1	4	45	17	0	38	2	8	29	22	4	4	1	1	1	1	0	1	1	0	2	4	5	3	1	3	0	0
TrH2_TrispH2_004965	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_004966	93	0	3	1	11	4	6	1	18	77	1	4	49	16	0	64	3	6	23	36	6	2	5	1	0	0	11	3	9	0	7	3	3	3	8	2	1	0
TrH2_TrispH2_004967	145	4	4	2	26	7	7	9	21	116	0	6	84	26	2	97	4	21	56	52	3	8	9	3	1	2	0	1	10	2	12	1	6	1	3	4	2	2
TrH2_TrispH2_004969	39	0	1	1	6	3	7	1	5	36	0	4	26	10	1	27	1	3	20	17	1	4	1	0	1	2	0	0	0	0	1	2	4	0	1	0	1	0
TrH2_TrispH2_004972	387	9	14	5	70	17	60	19	105	286	2	11	359	117	7	335	11	43	121	195	15	23	17	11	4	16	9	12	34	17	46	16	44	8	9	15	19	7
TrH2_TrispH2_004974	50	3	5	0	11	3	6	6	4	62	0	1	41	16	1	43	2	13	38	31	2	2	5	1	2	3	0	1	5	0	5	4	2	1	1	4	2	1
TrH2_TrispH2_004975	101	1	5	0	19	8	11	10	13	108	0	2	81	22	2	73	1	14	38	65	6	3	1	3	0	7	1	4	6	2	11	3	3	3	0	2	4	1
TrH2_orphan_609	22	0	2	0	1	0	1	0	2	24	0	0	11	3	0	10	2	5	3	9	4	2	0	1	0	1	3	0	0	2	0	1	0	0	0	0	0	0
TrH2_orphan_610	7	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_004941	3	0	0	0	0	0	0	0	1	4	0	0	1	1	0	4	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_004942	2	0	1	0	0	0	0	0	0	23	0	1	6	3	0	7	3	3	7	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_orphan_611	1	1	0	0	0	0	1	0	0	13	0	3	2	0	0	3	0	5	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_004944	29	0	0	0	2	0	16	0	1	31	0	0	43	3	0	30	0	30	9	5	15	13	0	0	3	1	0	0	3	0	2	5	2	5	0	1	0	0
TrH2_TrispH2_004947	143	1	5	1	23	8	11	6	32	106	2	2	123	41	3	106	5	14	42	67	8	11	3	6	1	6	2	11	9	4	4	5	6	3	2	2	1	1
TrH2_TrispH2_004949	39	1	2	0	15	1	6	2	11	48	0	0	37	13	1	40	1	2	20	26	1	5	3	2	0	2	0	1	5	0	5	4	2	2	0	6	3	1
TrH2_TrispH2_004951	228	12	23	6	26	13	34	4	36	281	2	17	149	58	4	174	16	52	143	101	9	15	15	6	6	10	6	8	14	4	10	5	16	4	12	7	1	2
TrH2_orphan_612	24	1	3	0	1	1	4	1	9	13	0	0	20	2	0	23	0	5	4	9	3	5	0	1	0	0	1	1	1	0	2	7	0	0	0	1	1	1
TrH2_TrispH2_004953	144	3	6	4	13	6	13	3	27	143	3	9	88	33	1	118	9	17	47	67	6	11	3	2	0	6	6	3	8	3	19	4	11	5	1	3	3	5
TrH2_TrispH2_004955	139	1	2	2	12	8	14	7	31	118	2	1	98	35	1	94	3	12	46	56	3	4	11	0	1	10	5	4	7	3	7	6	1	3	4	3	4	2
TrH2_TrispH2_004958	40	1	1	0	4	2	5	0	6	33	0	2	33	15	0	35	0	4	10	16	0	2	3	2	0	0	0	2	3	2	5	3	3	1	1	3	1	1
TrH2_TrispH2_004959	488	5	24	10	79	20	54	15	77	375	3	10	349	104	7	324	5	46	145	154	23	38	40	13	9	18	16	8	52	17	35	20	26	16	13	16	15	11
TrH2_TrispH2_004961	58	6	0	1	7	2	4	1	12	94	3	7	37	11	3	41	1	9	31	23	0	2	3	0	0	0	1	3	0	1	2	3	1	0	0	6	3	1
TrH2_TrispH2_004964	36	0	0	0	1	1	1	3	1	27	0	0	13	17	0	18	2	0	5	10	3	0	0	2	0	1	3	0	4	0	4	1	2	1	0	0	0	0
TrH2_orphan_613	3	0	1	0	2	0	1	0	1	7	0	2	2	0	0	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0
TrH2_TrispH2_004968	207	5	12	6	20	7	21	3	30	188	4	1	136	52	4	133	4	15	63	75	7	23	14	9	3	7	5	7	12	4	20	3	14	3	9	5	6	4
TrH2_TrispH2_004970	74	0	2	1	11	1	1	2	17	55	0	2	52	13	0	45	1	11	23	34	4	2	4	1	1	1	0	2	2	1	10	1	5	3	2	0	4	5
TrH2_TrispH2_004971	48	0	2	3	7	2	2	0	7	36	0	3	25	11	1	28	0	5	21	16	2	2	0	1	2	2	1	1	2	0	6	3	2	3	1	1	0	0
TrH2_TrispH2_004973	496	6	26	10	60	27	70	22	102	416	7	11	376	147	14	404	7	44	145	212	22	48	35	17	6	25	16	14	33	13	41	22	35	10	31	16	16	4
TrH2_orphan_614	7	0	0	0	1	0	0	0	3	7	0	0	9	0	0	1	0	0	5	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	2
TrH2_TrispH2_004976	38	1	0	1	5	1	5	0	12	54	0	0	38	9	0	33	1	4	22	18	0	3	1	2	1	1	0	1	3	0	0	3	5	2	1	1	0	2
TrH2_TrispH2_004977	15	0	1	1	1	3	0	0	3	5	0	0	8	0	1	8	1	3	4	6	0	0	1	0	0	0	1	2	0	1	2	0	0	0	1	1	0	0
TrH2_TrispH2_004978	16	0	0	0	1	4	0	0	3	16	0	0	6	0	1	7	0	0	5	3	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0
TrH2_TrispH2_004979	28	0	2	0	2	1	4	1	3	25	0	1	24	8	0	18	0	2	11	13	1	3	1	1	2	2	0	0	4	2	4	2	3	3	0	2	0	1
TrH2_TrispH2_004980	262	10	19	3	15	21	21	1	30	104	0	0	180	57	4	128	17	6	45	85	19	7	1	53	6	7	10	7	5	4	6	5	1	0	0	7	6	0
TrH2_orphan_615	30	0	2	0	2	3	4	0	5	7	0	0	16	5	0	22	2	2	2	11	4	0	0	3	1	2	0	1	1	0	0	2	0	0	0	1	0	0
TrH2_TrispH2_004981	35	0	0	2	10	0	26	18	15	10	0	0	8	18	0	10	1	0	1	4	0	5	0	0	0	4	0	0	1	0	32	1	0	0	0	0	0	0
TrH2_TrispH2_005702	63	1	3	1	8	2	6	0	9	82	2	2	29	17	2	49	2	8	21	19	2	2	4	3	0	2	2	3	3	0	5	8	5	1	3	3	1	1
TrH2_TrispH2_005704	454	10	16	9	72	15	48	16	61	425	4	13	310	95	4	291	9	42	144	143	17	25	35	10	9	14	13	10	30	10	27	16	18	8	12	19	14	5
TrH2_orphan_616	9	1	0	0	1	2	1	0	1	6	0	0	4	2	0	4	0	0	2	2	0	0	0	1	0	0	0	0	1	0	1	1	0	0	2	1	0	0
TrH2_TrispH2_005705	171	2	6	7	20	8	27	5	27	130	3	4	127	44	4	111	9	11	39	62	6	10	7	7	5	12	3	2	12	4	14	4	8	1	1	8	5	3
TrH2_TrispH2_005707	99	2	5	0	22	3	9	6	16	154	0	11	75	29	2	74	7	28	36	47	4	13	8	2	0	5	5	4	10	4	12	2	4	3	2	6	0	1
TrH2_hyp_clust3383	16	1	0	0	1	0	0	0	0	11	1	1	4	4	0	6	0	1	6	5	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
TrH2_TrispH2_005709	19	1	0	0	1	0	2	1	3	12	1	0	12	7	0	9	0	2	4	11	0	2	3	0	0	1	1	3	0	1	0	1	0	1	0	0	0	0
TrH2_TrispH2_005711	136	2	3	2	13	3	14	8	30	117	2	7	131	39	0	113	5	14	36	55	6	8	10	2	2	5	6	0	11	4	12	8	8	9	1	6	4	0
TrH2_orphan_617	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_005714	108	5	7	0	19	3	18	6	22	154	1	9	76	25	1	84	1	15	44	53	6	1	8	1	0	4	5	3	5	0	7	6	5	3	1	3	0	2
TrH2_TrispH2_005718	161	13	12	0	15	1	11	3	21	251	0	13	95	20	1	103	10	34	127	57	3	15	5	5	2	2	4	7	12	2	9	2	4	3	3	2	1	3
