lipophil	trans	unknown_1	unknown_2	fibre	gland	epithelia_gland_like	epithelia	peptidergic
TrH2_TrispH2_007734	85	34	12	40	136	86	26	186	82
TrH2_TrispH2_007737	136	38	21	55	135	109	41	271	119
TrH2_TrispH2_007743	224	73	44	99	207	194	59	385	188
TrH2_TrispH2_007744	89	35	7	32	78	53	24	131	57
TrH2_TrispH2_007745	62	10	7	16	56	48	17	94	43
TrH2_TrispH2_007747	94	23	17	40	87	75	26	159	48
TrH2_orphan_840	15	8	1	3	13	4	8	32	7
TrH2_orphan_841	33	11	4	17	49	32	16	69	20
TrH2_TrispH2_007749	360	114	64	143	337	259	94	620	280
TrH2_orphan_842	54	5	11	26	32	52	16	92	45
TrH2_TrispH2_007750	120	32	18	47	111	73	26	192	72
TrH2_TrispH2_007751	118	32	13	60	141	104	23	183	95
TrH2_orphan_843	11	9	2	3	7	7	1	21	2
TrH2_TrispH2_006018	13	4	0	5	11	7	0	16	3
TrH2_TrispH2_006019	58	15	8	26	74	29	17	87	46
TrH2_TrispH2_006020	85	16	20	64	64	89	16	150	77
TrH2_TrispH2_006022	94	29	18	29	84	55	20	131	47
TrH2_TrispH2_006025	405	82	70	203	370	336	112	651	333
TrH2_TrispH2_006027	304	96	56	122	260	240	87	440	249
TrH2_TrispH2_006032	274	76	41	96	337	194	85	439	193
TrH2_TrispH2_006033	94	12	12	33	90	78	20	116	77
TrH2_TrispH2_006035	289	79	48	110	223	225	71	428	202
TrH2_orphan_844	7	1	0	1	10	2	1	13	3
TrH2_TrispH2_006037	64	24	14	30	72	39	17	100	49
TrH2_TrispH2_006040	91	22	12	35	83	41	16	113	60
TrH2_TrispH2_006043	353	116	50	135	374	263	95	548	250
TrH2_TrispH2_006045	98	43	16	34	123	78	26	175	77
TrH2_TrispH2_006047	523	138	87	240	492	414	134	798	403
TrH2_TrispH2_006048	172	53	32	79	209	132	38	302	146
TrH2_TrispH2_006049	8	5	2	5	7	3	6	8	6
TrH2_TrispH2_006050	42	14	3	18	33	18	7	46	18
TrH2_TrispH2_006051	232	79	32	84	263	198	61	409	179
TrH2_TrispH2_006053	4251	1249	662	1865	4200	3604	1365	7136	3282
TrH2_TrispH2_006054	1151	479	151	323	1624	737	235	1918	658
TrH2_TrispH2_006017	32	7	5	10	24	14	4	42	17
TrH2_TrispH2_006021	43	13	6	16	40	30	8	68	34
TrH2_TrispH2_006023	34	9	5	23	41	48	14	67	30
TrH2_TrispH2_006024	135	53	16	49	200	104	29	220	96
TrH2_TrispH2_006026	189	44	25	77	120	132	59	248	117
TrH2_orphan_845	10	0	2	2	3	4	0	10	2
TrH2_TrispH2_006028	64	7	11	29	28	34	16	72	22
TrH2_TrispH2_006029	136	53	19	40	143	87	27	227	91
TrH2_TrispH2_006030	218	81	24	66	238	141	50	348	138
TrH2_TrispH2_006031	2644	757	469	1129	2150	2118	760	4143	2083
TrH2_TrispH2_006034	174	45	28	56	175	131	42	240	165
TrH2_TrispH2_006036	330	110	45	120	406	224	64	551	244
TrH2_orphan_846	14	2	2	3	10	7	6	14	9
TrH2_TrispH2_006038	90	23	12	27	65	51	20	103	66
TrH2_TrispH2_006039	130	21	18	34	112	83	34	169	81
TrH2_TrispH2_006041	2862	878	429	1028	2928	2041	741	4446	1983
TrH2_TrispH2_006042	60	30	9	28	82	50	22	118	51
TrH2_TrispH2_006044	135	30	29	53	124	100	37	177	117
TrH2_TrispH2_006046	41	6	4	8	34	25	7	48	22
TrH2_orphan_847	2	0	0	0	2	2	0	2	6
TrH2_orphan_848	17	4	2	3	8	17	4	13	12
TrH2_TrispH2_006052	46	16	7	5	45	38	3	58	36
TrH2_TrispH2_006055	49	20	6	16	67	44	13	109	32
TrH2_TrispH2_006056	95	31	17	32	103	72	24	190	64
TrH2_TrispH2_006874	208	73	30	102	221	154	57	355	159
TrH2_TrispH2_006876	24	7	2	7	28	15	2	29	16
TrH2_orphan_849	12	0	0	1	4	6	3	13	6
TrH2_TrispH2_006879	14	6	3	6	15	21	6	27	21
TrH2_TrispH2_006880	6	3	1	4	2	5	2	4	8
TrH2_TrispH2_006881	50	10	9	25	26	23	10	67	20
TrH2_TrispH2_006883	14	1	2	7	13	6	7	17	11
TrH2_TrispH2_006884	1374	412	205	497	1269	954	347	2105	942
TrH2_TrispH2_006885	50	18	7	18	82	39	12	76	47
TrH2_orphan_850	6	1	0	0	4	2	3	6	0
TrH2_TrispH2_006887	108	27	9	27	84	44	21	119	59
TrH2_TrispH2_006888	82	27	8	36	81	72	17	123	54
TrH2_TrispH2_006890	115	54	15	40	136	84	26	187	92
TrH2_TrispH2_006893	42	9	3	16	29	36	7	65	32
TrH2_TrispH2_006894	406	125	60	136	402	272	99	640	256
TrH2_TrispH2_006895	85	30	18	32	75	68	25	150	58
TrH2_TrispH2_006897	142	27	29	46	126	99	22	216	91
TrH2_TrispH2_006899	67	16	9	21	45	42	11	99	52
TrH2_TrispH2_006900	189	39	18	63	147	101	49	221	100
TrH2_TrispH2_006901	121	36	17	43	108	73	25	159	109
TrH2_TrispH2_006908	1	1	0	1	2	2	2	4	1
TrH2_TrispH2_006875	59	16	4	21	58	49	13	92	50
TrH2_orphan_851	18	6	3	9	9	11	8	37	12
TrH2_TrispH2_006882	165	51	28	58	184	91	36	240	92
TrH2_TrispH2_006886	21	2	2	9	19	7	6	21	13
TrH2_TrispH2_006889	1922	490	204	438	1807	1173	308	2338	1109
TrH2_TrispH2_006891	92	29	15	37	128	73	29	147	73
TrH2_TrispH2_006892	149	33	25	65	143	120	19	216	101
TrH2_TrispH2_006896	9	1	1	2	6	7	0	8	3
TrH2_TrispH2_006898	10	4	2	8	8	15	2	21	5
TrH2_TrispH2_006902	375	123	63	128	400	293	95	539	298
TrH2_TrispH2_006904	21	1	2	7	23	18	5	40	15
TrH2_TrispH2_006905	12	12	1	6	27	12	12	27	9
TrH2_orphan_852	7	3	1	7	5	6	3	17	4
TrH2_TrispH2_006906	26	4	5	10	25	22	9	36	18
TrH2_TrispH2_006907	8	6	2	14	15	10	10	34	13
TrH2_orphan_853	2	0	0	1	1	0	2	2	3
TrH2_orphan_854	7	2	0	3	6	11	7	11	2
TrH2_TrispH2_007482	113	41	17	45	121	77	33	196	81
TrH2_TrispH2_007485	107	36	10	42	76	77	28	168	60
TrH2_TrispH2_007488	14	7	4	4	28	13	3	29	10
TrH2_TrispH2_007490	191	42	18	88	179	155	47	320	171
TrH2_TrispH2_007492	635	151	123	252	572	460	158	948	482
TrH2_TrispH2_007494	427	130	65	153	448	295	101	655	307
TrH2_TrispH2_007497	31	6	2	10	22	18	12	31	11
TrH2_TrispH2_007499	20	10	1	7	21	18	4	36	6
TrH2_TrispH2_007500	35	9	16	26	27	8	7	100	62
TrH2_TrispH2_007501	29	3	9	12	25	17	10	27	21
TrH2_orphan_855	5	1	1	1	7	4	1	7	0
TrH2_TrispH2_007505	2	0	0	0	2	1	0	0	1
TrH2_TrispH2_007507	23	3	2	10	20	13	5	33	8
TrH2_TrispH2_007508	4	0	0	0	3	2	1	8	4
TrH2_TrispH2_007511	4294	1128	711	1768	3559	3475	1262	6567	3000
TrH2_TrispH2_007512	119	50	7	56	172	91	32	191	89
TrH2_TrispH2_007513	121	32	15	34	117	93	33	148	63
TrH2_TrispH2_007514	1395	488	271	638	1426	1170	379	2320	920
TrH2_TrispH2_007515	1065	495	121	305	1452	644	214	1716	642
TrH2_TrispH2_007516	894	298	112	266	1070	592	220	1328	555
TrH2_TrispH2_007473	10	3	2	1	3	4	2	14	6
TrH2_TrispH2_007474	1	0	0	1	0	0	0	0	0
TrH2_TrispH2_007475	0	0	0	0	1	0	0	1	0
TrH2_TrispH2_007476	25	7	1	7	34	13	8	36	13
TrH2_TrispH2_007477	7	0	1	0	1	4	3	2	6
TrH2_TrispH2_007479	3	1	0	3	6	1	2	2	4
TrH2_TrispH2_007480	29	7	4	6	23	12	10	38	22
TrH2_TrispH2_007481	24	1	6	15	9	28	8	39	19
TrH2_TrispH2_007483	39	2	11	4	16	20	6	35	17
TrH2_TrispH2_007484	23	9	5	8	33	19	6	45	12
TrH2_TrispH2_007486	1635	486	248	658	1380	1237	464	2473	1229
TrH2_TrispH2_007487	1995	488	298	768	1787	1533	470	2915	1427
TrH2_TrispH2_007489	115	33	16	41	119	94	38	192	96
TrH2_TrispH2_007491	165	56	21	51	170	120	41	258	122
TrH2_TrispH2_007493	92	20	17	34	69	59	12	117	83
TrH2_TrispH2_007495	19	1	2	13	21	28	3	37	19
TrH2_orphan_856	9	0	3	4	8	12	2	13	6
TrH2_TrispH2_007498	27	3	4	10	15	14	9	33	11
TrH2_TrispH2_007502	19	5	2	7	11	14	4	26	10
TrH2_TrispH2_007503	67	25	11	25	73	44	14	123	67
TrH2_TrispH2_007504	32	11	9	17	32	14	12	62	28
TrH2_TrispH2_007506	526	187	66	191	592	333	111	822	354
TrH2_TrispH2_007509	573	243	52	171	857	378	117	863	304
TrH2_TrispH2_007510	55	20	7	30	43	47	10	94	62
TrH2_TrispH2_007517	159	56	39	64	85	135	88	239	117
TrH2_TrispH2_006710	383	140	57	171	385	297	99	635	314
TrH2_TrispH2_006712	88	27	25	31	94	57	19	152	65
TrH2_TrispH2_006713	237	57	25	71	222	164	49	322	138
TrH2_TrispH2_006715	121	40	16	49	134	83	39	192	76
TrH2_TrispH2_006718	13	3	2	9	16	8	2	16	6
TrH2_TrispH2_006720	44	14	9	14	27	16	8	64	30
TrH2_TrispH2_006721	152	36	25	58	150	112	51	211	114
TrH2_TrispH2_006723	213	80	33	74	302	133	45	355	121
TrH2_TrispH2_006724	928	292	170	322	935	602	254	1402	624
TrH2_TrispH2_006725	51	16	10	10	54	37	16	67	26
TrH2_TrispH2_006726	136	37	22	62	146	102	49	263	135
TrH2_TrispH2_006728	142	45	9	38	148	74	28	188	82
TrH2_TrispH2_006730	144	37	19	58	166	138	44	226	96
TrH2_TrispH2_006732	0	1	0	1	2	12	0	6	4
TrH2_TrispH2_006733	71	14	13	20	55	70	18	122	52
TrH2_TrispH2_006735	87	17	10	21	75	64	25	111	50
TrH2_orphan_857	2	1	0	1	1	1	0	4	2
TrH2_TrispH2_006737	267	54	39	97	217	175	70	338	159
TrH2_TrispH2_006738	153	44	29	41	195	109	36	226	101
TrH2_TrispH2_006740	29	3	3	11	10	24	7	40	16
TrH2_TrispH2_006741	10	11	3	2	29	9	5	31	6
TrH2_orphan_858	6	4	5	1	13	27	3	22	13
TrH2_orphan_859	0	0	0	0	0	0	0	0	1
TrH2_TrispH2_006745	4820	1282	803	1862	3905	3730	1324	7296	3552
TrH2_TrispH2_006746	169	88	17	30	317	109	43	285	87
TrH2_orphan_860	11	2	2	4	11	4	3	17	8
TrH2_TrispH2_006747	79	33	16	32	85	60	19	154	64
TrH2_TrispH2_006711	138	43	23	52	116	115	32	221	103
TrH2_orphan_861	0	0	0	1	1	2	0	0	0
TrH2_TrispH2_006714	7934	2073	1307	3049	7022	6160	2147	12210	6049
TrH2_TrispH2_006716	337	96	64	129	328	256	89	610	267
TrH2_TrispH2_006717	870	253	144	359	769	657	234	1319	669
TrH2_TrispH2_006719	42	8	3	11	36	27	13	58	27
TrH2_TrispH2_006722	40	17	7	19	29	38	5	40	36
TrH2_TrispH2_006727	143	34	20	59	128	94	41	221	106
TrH2_TrispH2_006729	140	37	23	33	121	97	31	180	92
TrH2_TrispH2_006731	60	31	13	25	77	46	23	111	55
TrH2_TrispH2_006734	2991	897	515	1277	2679	2271	872	4704	2213
TrH2_TrispH2_006736	97	45	9	25	143	70	19	180	61
TrH2_TrispH2_006742	1528	393	261	580	1353	1207	371	2183	1170
TrH2_TrispH2_006743	34	12	14	19	36	56	9	57	31
TrH2_TrispH2_006744	67	21	10	31	63	42	12	98	69
TrH2_orphan_863	0	0	0	1	4	1	0	0	0
TrH2_TrispH2_006748	51	9	7	14	53	35	12	66	24
TrH2_TrispH2_007377	46	7	10	15	53	22	7	83	29
TrH2_TrispH2_007378	133	35	23	56	115	101	30	226	99
TrH2_TrispH2_007381	12	5	0	5	11	11	7	28	8
TrH2_TrispH2_007383	2085	647	353	855	1484	1508	533	3038	1491
TrH2_TrispH2_007385	17	11	3	4	35	15	6	38	22
TrH2_TrispH2_007387	17	5	1	8	12	14	6	32	14
TrH2_TrispH2_007389	90	17	7	33	96	53	12	106	51
TrH2_TrispH2_007392	48	14	8	25	61	27	12	98	44
TrH2_TrispH2_007394	20	2	5	5	24	15	5	19	15
TrH2_TrispH2_007396	134	45	24	70	121	98	27	215	103
TrH2_TrispH2_007398	0	0	0	0	0	0	0	0	1
TrH2_TrispH2_007400	0	0	0	0	1	0	0	1	0
TrH2_TrispH2_007405	179	72	37	63	194	140	63	279	120
TrH2_TrispH2_007406	26	3	10	12	16	21	9	37	29
TrH2_orphan_864	1	0	0	1	1	0	0	2	0
TrH2_TrispH2_007408	20	4	7	12	17	13	8	34	18
TrH2_TrispH2_007410	2012	541	288	775	1847	1414	528	3046	1446
TrH2_TrispH2_007413	1293	346	219	695	936	1195	367	2278	1189
TrH2_TrispH2_007415	27	6	8	11	25	30	5	33	26
TrH2_TrispH2_007379	203	56	29	81	177	184	63	324	143
TrH2_TrispH2_007380	144	44	19	60	145	118	29	205	107
TrH2_TrispH2_007382	14	0	2	3	8	8	2	16	7
TrH2_TrispH2_007384	65	15	12	27	37	45	16	97	32
TrH2_TrispH2_007386	99	23	13	34	62	74	22	120	60
TrH2_TrispH2_007388	157	46	19	74	167	130	49	244	129
TrH2_TrispH2_007390	122	24	24	32	77	83	28	113	60
TrH2_TrispH2_007391	72	20	11	42	55	62	26	125	52
TrH2_TrispH2_007393	62	21	5	21	78	51	13	109	30
TrH2_TrispH2_007395	0	2	0	0	0	1	2	1	3
TrH2_TrispH2_007397	32	10	5	10	32	20	8	51	35
TrH2_TrispH2_007401	39	10	3	15	46	12	2	52	21
TrH2_TrispH2_007402	0	0	0	2	0	0	0	0	0
TrH2_TrispH2_007403	0	0	0	0	1	0	0	0	1
TrH2_TrispH2_007404	331	97	59	128	261	243	107	494	261
TrH2_orphan_866	19	1	6	11	7	13	4	14	15
TrH2_TrispH2_007407	4	2	1	115	39	5	3	77	1
TrH2_TrispH2_007409	395	114	66	156	371	340	112	598	301
TrH2_TrispH2_007411	1155	310	157	411	1042	907	316	1694	800
TrH2_TrispH2_007412	57	11	9	22	60	43	15	82	39
TrH2_orphan_867	11	7	2	5	13	8	5	34	11
TrH2_TrispH2_007414	527	70	94	274	365	431	105	1051	628
TrH2_orphan_868	4	0	3	5	7	7	1	8	4
TrH2_orphan_869	0	0	0	0	0	0	0	2	1
TrH2_TrispH2_007860	213	37	27	84	98	108	51	248	123
TrH2_orphan_870	12	4	1	2	6	8	4	7	6
TrH2_TrispH2_007862	118	27	13	52	129	63	28	164	88
TrH2_TrispH2_007863	12	0	2	6	15	11	5	27	19
TrH2_TrispH2_007864	1	1	0	1	0	2	0	1	2
TrH2_TrispH2_007867	576	187	79	197	590	392	142	901	390
TrH2_TrispH2_007868	68	10	9	31	54	48	16	103	59
TrH2_TrispH2_007871	644	190	106	285	605	520	146	1054	451
TrH2_TrispH2_007872	24	3	3	18	15	22	5	48	18
TrH2_TrispH2_007876	25	4	2	7	12	9	4	26	9
TrH2_TrispH2_007877	11	6	3	4	13	14	3	25	11
TrH2_TrispH2_007880	30	2	4	5	16	15	3	36	18
TrH2_TrispH2_007882	25	11	1	6	22	9	8	37	12
TrH2_TrispH2_007883	128	44	22	39	125	77	14	209	67
TrH2_TrispH2_007885	43711	17216	7092	20615	47295	34190	12965	76023	31775
TrH2_TrispH2_007886	24023	8170	4126	9505	23899	20190	6879	42709	14915
TrH2_orphan_871	1	1	0	2	2	0	0	2	0
TrH2_TrispH2_007861	74	15	11	29	60	51	27	124	62
TrH2_orphan_872	19	4	2	13	15	25	9	35	19
TrH2_TrispH2_007865	36	12	1	7	41	20	2	47	23
TrH2_TrispH2_007866	29	14	2	11	26	14	4	38	19
TrH2_TrispH2_007869	36	5	2	18	29	28	10	60	29
TrH2_TrispH2_007870	22	5	1	8	6	14	1	23	6
TrH2_TrispH2_007873	589	161	73	190	635	411	118	920	409
TrH2_TrispH2_007874	1888	974	234	655	2890	1625	336	4693	1168
TrH2_TrispH2_007875	34	11	7	12	28	32	10	78	36
TrH2_TrispH2_007878	355	66	43	130	257	223	70	558	230
TrH2_TrispH2_007879	1583	390	263	657	1371	1223	398	2464	1216
TrH2_orphan_873	1	1	0	0	0	0	0	5	0
TrH2_TrispH2_007884	1	0	0	0	5	1	1	3	0
TrH2_orphan_874	4	15	1	3	37	3	7	19	6
TrH2_TrispH2_007887	7	5	4	8	19	6	5	21	19
TrH2_orphan_875	11	3	4	11	9	9	0	22	9
TrH2_TrispH2_008040	6	3	0	8	4	7	2	14	1
TrH2_TrispH2_008041	16	4	2	10	12	10	4	18	11
TrH2_TrispH2_008042	18	3	2	5	5	3	4	24	20
TrH2_TrispH2_008043	4	0	1	3	3	2	0	8	8
TrH2_TrispH2_008044	4	1	5	3	2	1	2	13	12
TrH2_TrispH2_008046	14	3	3	8	8	2	3	10	6
TrH2_TrispH2_008047	52	17	5	14	74	29	6	57	22
TrH2_TrispH2_008048	36	16	4	12	52	17	10	57	20
TrH2_TrispH2_008050	81	44	15	24	147	51	15	165	47
TrH2_TrispH2_008052	31	10	5	14	33	25	9	45	16
TrH2_TrispH2_008054	1124	295	214	448	908	970	377	1813	864
TrH2_TrispH2_008056	53	29	23	33	88	41	13	135	67
TrH2_TrispH2_008058	206	56	45	98	227	160	59	312	153
TrH2_TrispH2_008060	104	34	12	35	104	74	21	173	80
TrH2_TrispH2_008061	43	10	15	11	33	31	14	72	53
TrH2_TrispH2_008062	85	25	12	32	61	56	26	138	62
TrH2_TrispH2_008063	33	8	8	19	35	34	8	46	14
TrH2_orphan_876	2	1	0	4	5	2	0	5	3
TrH2_TrispH2_008064	325	112	46	113	336	248	96	558	262
TrH2_TrispH2_008065	87	53	15	31	155	60	21	182	63
TrH2_TrispH2_008066	3	0	2	2	2	2	0	8	4
TrH2_TrispH2_008067	38	2	3	8	26	31	7	42	16
TrH2_orphan_877	6	3	0	8	7	5	2	6	6
TrH2_TrispH2_008068	304	111	40	132	349	230	92	501	213
TrH2_TrispH2_008070	108	24	13	33	81	69	23	123	65
TrH2_orphan_878	0	3	1	0	5	3	1	5	1
TrH2_TrispH2_008072	134	57	25	42	135	101	31	200	88
TrH2_TrispH2_008073	112	43	7	34	135	64	31	160	69
TrH2_TrispH2_008075	28	4	6	11	20	20	3	37	11
TrH2_TrispH2_008045	161	52	22	70	160	105	43	249	124
TrH2_TrispH2_008049	11	1	2	2	8	2	3	11	3
TrH2_TrispH2_008051	54	19	11	39	64	41	18	119	64
TrH2_TrispH2_008055	25	7	3	12	31	17	6	59	25
TrH2_TrispH2_008057	60	13	9	27	29	28	11	54	30
TrH2_TrispH2_008059	40	27	4	21	51	34	13	71	30
TrH2_orphan_879	55	5	7	23	21	44	7	75	29
TrH2_orphan_880	1	1	0	2	0	2	1	3	2
TrH2_orphan_881	10	2	2	1	7	7	3	9	9
TrH2_orphan_882	1	1	0	3	2	2	2	0	3
TrH2_TrispH2_008069	85	20	18	27	86	65	17	140	57
TrH2_TrispH2_008071	48	12	5	16	41	32	13	69	19
TrH2_orphan_883	3	1	0	1	7	4	2	3	1
TrH2_TrispH2_008074	37	13	4	11	19	25	11	52	24
TrH2_TrispH2_008076	31	8	3	4	34	15	4	37	20
TrH2_TrispH2_008077	8643	2231	1383	3241	7893	6175	2270	12678	6189
TrH2_TrispH2_006237	102	20	10	27	75	51	19	117	68
TrH2_TrispH2_006239	76	11	11	26	58	49	15	121	53
TrH2_TrispH2_006243	839	203	121	349	745	666	215	1278	639
TrH2_TrispH2_006245	177	43	23	62	149	123	41	224	112
TrH2_TrispH2_006247	44	15	10	24	56	36	10	73	46
TrH2_TrispH2_006250	35	12	8	22	54	33	7	72	30
TrH2_orphan_884	6	1	1	5	3	0	3	7	10
TrH2_TrispH2_006252	572	269	73	187	885	375	125	989	307
TrH2_TrispH2_006253	69	24	10	30	74	55	23	100	55
TrH2_orphan_885	34	2	5	9	7	23	5	35	27
TrH2_TrispH2_006255	72	17	16	24	34	53	16	62	46
TrH2_TrispH2_006256	186	45	29	75	174	131	37	332	157
TrH2_orphan_886	12	0	0	2	4	7	4	13	8
TrH2_TrispH2_006258	229	78	25	80	202	178	73	325	161
TrH2_TrispH2_006260	70	20	17	27	72	52	24	103	55
TrH2_TrispH2_006261	16	0	2	5	11	12	8	17	10
TrH2_TrispH2_006262	833	146	121	352	462	737	228	1217	665
TrH2_TrispH2_006265	101	26	14	34	117	64	20	156	60
TrH2_TrispH2_006268	316	85	47	110	297	158	55	442	173
TrH2_TrispH2_006270	103	15	27	31	85	52	16	180	110
TrH2_TrispH2_006272	126	29	26	54	114	106	27	163	93
TrH2_TrispH2_006274	8	1	1	2	2	12	3	4	2
TrH2_TrispH2_006238	8045	2133	1412	3325	6196	6434	2338	12427	5686
TrH2_TrispH2_006240	121	42	21	43	119	82	32	219	94
TrH2_TrispH2_006241	10	2	1	9	7	11	2	17	7
TrH2_TrispH2_006242	2	0	0	1	1	0	1	5	1
TrH2_TrispH2_006244	210	75	30	63	252	127	48	333	111
TrH2_TrispH2_006246	66	15	7	38	82	43	20	124	56
TrH2_TrispH2_006248	173	49	20	50	215	110	42	312	98
TrH2_TrispH2_006249	205	57	31	77	246	141	56	334	162
TrH2_TrispH2_006251	32	4	8	22	33	9	6	92	52
TrH2_TrispH2_006254	336	125	48	144	400	265	87	554	242
TrH2_orphan_887	8	0	1	3	7	7	3	16	5
TrH2_TrispH2_006257	100	28	23	53	95	63	34	127	101
TrH2_TrispH2_006259	76	24	18	25	66	52	16	124	67
TrH2_TrispH2_006263	71	14	12	35	49	48	11	95	45
TrH2_TrispH2_006264	4690	1278	828	1857	3818	3609	1252	7175	3512
TrH2_TrispH2_006266	30	10	2	11	40	26	10	56	23
TrH2_TrispH2_006269	692	166	108	257	618	507	179	1022	525
TrH2_TrispH2_006271	74	39	13	29	94	49	15	128	61
TrH2_TrispH2_006273	135	40	28	39	91	75	27	193	84
TrH2_TrispH2_006622	39	13	4	10	35	30	8	62	32
TrH2_TrispH2_006624	79	43	13	36	137	56	15	150	62
TrH2_TrispH2_006625	42	22	8	11	60	32	18	65	33
TrH2_TrispH2_006627	88	23	13	31	65	54	24	126	76
TrH2_TrispH2_006629	282	81	18	76	317	165	56	368	172
TrH2_TrispH2_006631	836	196	145	320	748	699	201	1354	721
TrH2_TrispH2_006633	160	42	29	51	134	117	39	229	114
TrH2_TrispH2_006635	63	35	8	21	74	50	19	108	49
TrH2_TrispH2_006636	8	0	2	6	10	17	0	10	20
TrH2_TrispH2_006638	200	63	26	94	199	177	49	323	156
TrH2_orphan_888	0	2	1	1	4	0	1	4	2
TrH2_TrispH2_006643	194	55	48	82	128	138	43	318	152
TrH2_TrispH2_006645	677	116	80	181	570	429	153	836	456
TrH2_TrispH2_006647	130	49	6	47	166	72	19	205	78
TrH2_TrispH2_006649	70	17	9	30	64	50	19	81	52
TrH2_TrispH2_006651	81	16	13	27	66	44	14	110	69
TrH2_TrispH2_006653	119	31	7	43	89	94	40	197	94
TrH2_TrispH2_006655	41	11	1	6	27	17	9	46	27
TrH2_TrispH2_006657	70	42	12	19	96	40	12	125	53
TrH2_TrispH2_006659	90	33	14	33	66	62	23	131	54
TrH2_TrispH2_006661	58	24	15	25	71	50	15	103	38
TrH2_TrispH2_006662	107	22	36	46	109	75	27	163	79
TrH2_TrispH2_006663	11	5	1	3	12	9	1	21	9
TrH2_TrispH2_006665	73	20	6	31	64	49	17	136	44
TrH2_TrispH2_006623	108	43	24	45	123	83	30	204	84
TrH2_TrispH2_006626	11	7	2	8	13	9	3	33	11
TrH2_TrispH2_006628	7784	2644	1393	3151	5685	5872	2144	12441	5739
TrH2_TrispH2_006630	45	10	12	23	28	32	13	66	28
TrH2_TrispH2_006632	77	18	7	29	87	55	15	162	67
TrH2_TrispH2_006634	416	99	71	171	386	305	124	653	305
TrH2_TrispH2_006637	71	23	8	28	51	53	14	95	39
TrH2_TrispH2_006639	63	24	7	21	54	44	13	88	42
TrH2_TrispH2_006640	5	3	1	5	7	7	0	11	7
TrH2_TrispH2_006641	88	27	7	28	111	89	16	135	92
TrH2_TrispH2_006642	10	0	1	1	6	6	5	6	4
TrH2_TrispH2_006644	76	22	12	34	78	61	28	108	66
TrH2_TrispH2_006646	92	24	18	32	84	81	19	153	70
TrH2_TrispH2_006648	33	6	9	13	36	26	7	63	15
TrH2_TrispH2_006650	40	4	3	15	26	30	4	45	24
TrH2_TrispH2_006652	12	6	2	2	4	7	2	12	9
TrH2_TrispH2_006654	41	5	3	8	27	24	5	47	35
TrH2_TrispH2_006656	37	10	5	6	37	32	8	55	21
TrH2_TrispH2_006658	165	38	29	60	149	121	32	280	125
TrH2_TrispH2_006660	39	17	1	15	38	25	12	66	29
TrH2_TrispH2_006664	139	39	21	55	170	100	41	250	96
TrH2_TrispH2_006666	10	5	1	3	10	19	5	22	13
TrH2_TrispH2_006667	104	14	13	38	72	77	26	137	88
TrH2_orphan_889	6	1	2	3	5	5	2	8	6
TrH2_orphan_890	5	2	0	0	0	2	0	7	0
TrH2_TrispH2_007265	184	60	34	83	140	138	36	268	154
TrH2_TrispH2_007268	198	40	30	71	155	132	48	298	170
TrH2_TrispH2_007273	195	39	24	85	221	152	61	350	163
TrH2_TrispH2_007274	28	7	6	4	20	22	7	33	18
TrH2_TrispH2_007276	185	53	37	69	179	134	42	303	142
TrH2_TrispH2_007280	15	0	3	6	13	6	3	21	21
TrH2_TrispH2_007282	35	7	6	16	24	30	7	58	14
TrH2_TrispH2_007287	50	6	8	11	34	18	15	45	28
TrH2_TrispH2_007289	26	5	7	8	37	15	1	35	19
TrH2_TrispH2_007291	101	32	15	40	119	48	30	159	65
TrH2_TrispH2_007293	273	51	40	92	254	223	54	435	206
TrH2_TrispH2_007295	93	26	20	35	64	63	21	105	51
TrH2_TrispH2_007297	52	12	10	17	44	53	11	71	49
TrH2_TrispH2_007299	29	7	2	9	33	25	3	36	21
TrH2_TrispH2_007302	5	0	0	2	8	8	2	13	1
TrH2_TrispH2_007263	15	1	1	6	18	5	2	16	11
TrH2_TrispH2_007264	445	158	95	145	439	342	127	798	315
TrH2_TrispH2_007266	245	91	24	77	291	160	62	337	148
TrH2_TrispH2_007267	56	21	9	25	67	49	17	108	31
TrH2_TrispH2_007269	762	224	126	277	612	573	190	1179	557
TrH2_TrispH2_007270	17	8	3	11	12	11	2	36	14
TrH2_TrispH2_007271	34	11	3	19	42	28	8	54	25
TrH2_TrispH2_007272	9	4	0	1	14	6	3	20	14
TrH2_TrispH2_007275	4	1	0	5	11	9	1	21	4
TrH2_TrispH2_007277	16	3	1	4	11	15	3	25	14
TrH2_TrispH2_007278	89	49	10	24	123	67	26	139	66
TrH2_TrispH2_007279	7	1	1	3	10	7	3	13	11
TrH2_TrispH2_007281	180	41	28	68	148	127	44	266	133
TrH2_TrispH2_007283	641	239	102	282	647	506	218	1145	504
TrH2_TrispH2_007284	1431	316	186	540	1174	1040	388	2012	1009
TrH2_TrispH2_007285	50	16	8	17	53	35	17	92	33
TrH2_TrispH2_007286	80	26	17	27	81	68	23	160	62
TrH2_TrispH2_007288	127	25	15	63	96	96	29	171	102
TrH2_TrispH2_007290	106	29	14	34	109	44	21	140	60
TrH2_TrispH2_007292	12	5	4	2	22	16	5	32	12
TrH2_TrispH2_007296	108	38	19	45	123	74	32	170	87
TrH2_TrispH2_007298	37	11	2	14	32	47	9	70	26
TrH2_TrispH2_007300	0	0	0	0	1	1	0	1	1
