TrH2_hyp_clust10124.t1	DDE_Tnp_4
TrH2_TrispH2_006668-RA	Prenyltrans Prenyltrans Prenyltrans Prenyltrans
TrH2_TrispH2_006669-RA	PCI
TrH2_TrispH2_006670-RA	2-oxogl_dehyd_N E1_dh Transket_pyr OxoGdeHyase_C
TrH2_TrispH2_006671-RA	UPF0728
TrH2_TrispH2_006672-RA	WD40 WD40 WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_006673-RA	WAPL
TrH2_TrispH2_006674-RA	
TrH2_TrispH2_006675-RA	
TrH2_TrispH2_006676-RA	ResIII Helicase_C
TrH2_TrispH2_006677-RA	
TrH2_TrispH2_006678-RA	Nop10p
TrH2_TrispH2_006679-RA	7tm_2
TrH2_TrispH2_006680-RA	7tm_2
TrH2_TrispH2_006681-RA	7tm_2 7tm_2
TrH2_TrispH2_006682-RA	7tm_1
TrH2_TrispH2_006683-RA	7tm_1
TrH2_TrispH2_006684-RA	7tm_2
TrH2_TrispH2_006685-RA	RNA_pol_Rpb1_1 RNA_pol_Rpb1_2 RNA_pol_Rpb1_3 RNA_pol_Rpb1_4 RNA_pol_Rpb1_5
TrH2_TrispH2_006686-RA	zf-RING_UBOX zf-B_box Filamin NHL NHL NHL NHL NHL
TrH2_TrispH2_006687-RA	Metallophos
TrH2_TrispH2_006688-RA	Tudor-knot zf-MYST MOZ_SAS
TrH2_TrispH2_006689-RA	BolA
TrH2_TrispH2_006690-RA	7tm_1
TrH2_TrispH2_006691-RA	
TrH2_TrispH2_006692-RA	HHH_8 DNA_pol_lambd_f DNA_pol_B_palm DNA_pol_B_thumb
TrH2_TrispH2_006693-RA	DHHC
TrH2_TrispH2_006694-RA	
TrH2_TrispH2_006695-RA	Sec7_N Sec7
TrH2_TrispH2_006696-RA	
TrH2_TrispH2_006697-RA	DUF2439 AAA_11 AAA_11 AAA_12
TrH2_TrispH2_006698-RA	DUF2046
TrH2_TrispH2_006699-RA	Mito_carr Mito_carr Mito_carr
TrH2_TrispH2_006700-RA	ADH_N ADH_zinc_N
TrH2_TrispH2_006701-RA	7tm_1
TrH2_TrispH2_006702-RA	7tm_1
TrH2_TrispH2_006703-RA	7tm_1
TrH2_TrispH2_006704-RA	
TrH2_TrispH2_006705-RA	7tm_1
TrH2_TrispH2_006706-RA	7tm_1
TrH2_TrispH2_006707-RA	7tm_1
TrH2_TrispH2_006708-RA	7tm_1
TrH2_TrispH2_006709-RA	
TrH2_TrispH2_006710-RA	CTP_transf_like
TrH2_TrispH2_006711-RA	
TrH2_TrispH2_006712-RA	CTP_transf_like
TrH2_TrispH2_006713-RA	
TrH2_TrispH2_006714-RA	Ribosomal_L22e
TrH2_TrispH2_006715-RA	Cullin Cullin
TrH2_TrispH2_006716-RA	Isochorismatase
TrH2_TrispH2_006717-RA	Peptidase_C13
TrH2_TrispH2_006718-RA	NAD_binding_1 Cyt-b5
TrH2_TrispH2_006719-RA	Diphthamide_syn
TrH2_TrispH2_006720-RA	NUFIP1
TrH2_TrispH2_006721-RA	RRM_1
TrH2_TrispH2_006722-RA	Ank_2 Ank_4 Ank_5
TrH2_TrispH2_006723-RA	Peptidase_C2 Calpain_III C2
TrH2_TrispH2_006724-RA	Renin_r
TrH2_TrispH2_006725-RA	SH3_1 RhoGEF
TrH2_TrispH2_006726-RA	Gtr1_RagA
TrH2_TrispH2_006727-RA	UBA_4 Cullin_binding
TrH2_TrispH2_006728-RA	RRM_1 Surp CID cwf21
TrH2_TrispH2_006729-RA	eIF2A
TrH2_TrispH2_006730-RA	SPRY
TrH2_TrispH2_006731-RA	PCI
TrH2_TrispH2_006732-RA	Lectin_C Trypsin
TrH2_TrispH2_006733-RA	Tctex-1
TrH2_TrispH2_006734-RA	UCR_hinge
TrH2_TrispH2_006735-RA	RhoGEF PH
TrH2_TrispH2_006736-RA	CRAL_TRIO_2 RhoGEF PH
TrH2_TrispH2_006737-RA	Med26
TrH2_TrispH2_006738-RA	Pex19
TrH2_TrispH2_006740-RA	
TrH2_TrispH2_006741-RA	
TrH2_TrispH2_006742-RA	FGGY_N FGGY_C
TrH2_TrispH2_006743-RA	SAM_PNT Ets
TrH2_TrispH2_006744-RA	FYRN FYRC
TrH2_TrispH2_006745-RA	ATP-synt_G
TrH2_TrispH2_006746-RA	LSDAT_euk Ion_trans
TrH2_TrispH2_006747-RA	SAM_PNT Ets
TrH2_TrispH2_006748-RA	HAUS5
TrH2_TrispH2_006749-RA	
TrH2_TrispH2_006750-RA	WD40 WD40 WD40
TrH2_TrispH2_006751-RA	PI3K_C2
TrH2_TrispH2_006752-RA	PID SH2
TrH2_TrispH2_006753-RA	FAM219A
TrH2_TrispH2_006754-RA	uDENN DENN dDENN
TrH2_TrispH2_006755-RA	Oxidored_q6
TrH2_TrispH2_006756-RA	Mpp10
TrH2_TrispH2_006757-RA	Ribosomal_S19
TrH2_TrispH2_006758-RA	
TrH2_TrispH2_006759-RA	GTP_EFTU GTP_EFTU_D2 EFG_III EFG_IV EFG_C
TrH2_TrispH2_006760-RA	GTP_EFTU GTP_EFTU_D2 EFG_III EFG_IV EFG_C
TrH2_TrispH2_006761-RA	FERM_N FERM_M FERM_C
TrH2_TrispH2_006762-RA	TPR_11 TPR_8 PID PDZ PDZ
TrH2_TrispH2_006763-RA	AAA_34 Helicase_C_4
TrH2_TrispH2_006764-RA	
TrH2_TrispH2_006765-RA	SpoIIE
TrH2_TrispH2_006766-RA	zf-CCHC zf-CCHC
TrH2_TrispH2_006767-RA	Pur_ac_phosph_N Metallophos Metallophos_C
TrH2_TrispH2_006768-RA	Aldedh
TrH2_TrispH2_006769-RA	Aldedh
TrH2_TrispH2_006770-RA	Aldedh Aldedh
TrH2_TrispH2_006771-RA	Aldedh
TrH2_TrispH2_006772-RA	Peptidase_M28
TrH2_TrispH2_006773-RA	
TrH2_TrispH2_006774-RA	NAGLU_N NAGLU NAGLU_C
TrH2_TrispH2_006775-RA	DNA_pol_phi DNA_pol_phi
TrH2_TrispH2_006776-RA	GRIM-19
TrH2_TrispH2_006777-RA	Pkinase
TrH2_TrispH2_006778-RA	
TrH2_TrispH2_006779-RA	SNF
TrH2_TrispH2_006780-RA	
TrH2_TrispH2_006781-RA	
TrH2_TrispH2_006782-RA	Aldo_ket_red
TrH2_TrispH2_006783-RA	EF-hand_5 EF-hand_7 Ferric_reduct FAD_binding_8 NAD_binding_6
TrH2_TrispH2_006784-RA	ASC
TrH2_TrispH2_006785-RA	EF-hand_7
TrH2_TrispH2_006786-RA	YTH YTH
TrH2_TrispH2_006787-RA	SDF
TrH2_TrispH2_006788-RA	Orn_Arg_deC_N Orn_DAP_Arg_deC
TrH2_TrispH2_006789-RA	SDF
TrH2_TrispH2_006790-RA	SCP2
TrH2_TrispH2_006791-RA	SCP2
TrH2_TrispH2_006792-RA	Thiolase_N Thiolase_C SCP2
TrH2_TrispH2_006793-RA	
TrH2_TrispH2_006794-RA	
TrH2_TrispH2_006795-RA	ASF1_hist_chap
TrH2_TrispH2_006796-RA	PQ-loop PQ-loop
TrH2_TrispH2_006797-RA	
TrH2_TrispH2_006798-RA	
TrH2_TrispH2_006799-RA	
TrH2_TrispH2_006800-RA	Aa_trans
TrH2_TrispH2_006801-RA	
TrH2_TrispH2_006802-RA	Aa_trans
TrH2_TrispH2_006803-RA	Mitoc_L55
TrH2_TrispH2_006804-RA	
TrH2_TrispH2_006805-RA	Aa_trans
TrH2_TrispH2_006806-RA	Nucleoporin_N Nucleoporin_C
TrH2_TrispH2_006807-RA	Thioredoxin_7
TrH2_TrispH2_006809-RA	Ras
TrH2_TrispH2_006810-RA	Ras
TrH2_TrispH2_006811-RA	SOSSC
TrH2_TrispH2_006812-RA	Pkinase
TrH2_TrispH2_006813-RA	
TrH2_TrispH2_006814-RA	PX Vps5
TrH2_TrispH2_006815-RA	CCDC24
TrH2_TrispH2_006816-RA	FCH muHD
TrH2_TrispH2_006817-RA	zf-C2H2 zf-C2H2
TrH2_TrispH2_006818-RA	HABP4_PAI-RBP1
TrH2_TrispH2_006819-RA	
TrH2_TrispH2_006820-RA	PTS_EIIA_2 HCO3_cotransp
TrH2_TrispH2_006821-RA	MAM Kringle SRCR SRCR MAM
TrH2_TrispH2_006822-RA	
TrH2_TrispH2_006823-RA	C1_1 RhoGAP
TrH2_TrispH2_006824-RA	
TrH2_TrispH2_006825-RA	zf-RING_11
TrH2_TrispH2_006826-RA	DHHC
TrH2_TrispH2_006827-RA	DUF4787
TrH2_TrispH2_006828-RA	SMC_N SMC_hinge
TrH2_TrispH2_006829-RA	TPR_12 TPR_1 TPR_12 TPR_12 TPR_1 TPR_12 TPR_1 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_10 TPR_12
TrH2_TrispH2_006830-RA	IU_nuc_hydro
TrH2_TrispH2_006831-RA	IU_nuc_hydro
TrH2_TrispH2_006832-RA	IU_nuc_hydro
TrH2_TrispH2_006833-RA	WD40 WD40 WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_006834-RA	PRO8NT PROCN RRM_4 U5_2-snRNA_bdg U6-snRNA_bdg PRP8_domainIV JAB PROCT IU_nuc_hydro
TrH2_TrispH2_006835-RA	AAA Rep_fac_C
TrH2_TrispH2_006836-RA	CLU_N DUF727 CLU eIF3_p135 TPR_12
TrH2_TrispH2_006837-RA	Cyt-b5 FA_desaturase
TrH2_TrispH2_006838-RA	Homeodomain
TrH2_TrispH2_006839-RA	zf-RING_2
TrH2_TrispH2_006840-RA	P21-Arc
TrH2_TrispH2_006841-RA	
TrH2_TrispH2_006842-RA	DUF2615
TrH2_TrispH2_006843-RA	DUF2054
TrH2_TrispH2_006844-RA	SR-25
TrH2_TrispH2_006845-RA	Pkinase Pkinase_C
TrH2_TrispH2_006846-RA	NIT HNOBA Guanylate_cyc
TrH2_TrispH2_006847-RA	BRCA2 BRCA2 BRCA2 BRCA2 BRCA-2_helical BRCA-2_OB1 BRCA-2_OB3
TrH2_TrispH2_006848-RA	SBDS SBDS_C
TrH2_TrispH2_006849-RA	Flavodoxin_1 Radical_SAM Wyosine_form
TrH2_TrispH2_006850-RA	TIR_2 HEAT_2
TrH2_TrispH2_006851-RA	TIR_2 HEAT_2
TrH2_TrispH2_006852-RA	CH GAS2
TrH2_TrispH2_006853-RA	Med19
TrH2_TrispH2_006854-RA	Aldose_epim
TrH2_TrispH2_006855-RA	Requiem_N PHD
TrH2_TrispH2_006856-RA	Med15 Med15
TrH2_TrispH2_006857-RA	G-patch
TrH2_TrispH2_006858-RA	UPF0565 UPF0565
TrH2_TrispH2_006859-RA	
TrH2_TrispH2_006860-RA	zf-CCHC
TrH2_TrispH2_006861-RA	Syntaxin SNARE Syntaxin Syntaxin SNARE
TrH2_TrispH2_006862-RA	Syntaxin SNARE
TrH2_TrispH2_006863-RA	Ras
TrH2_TrispH2_006864-RA	Hydrolase Cation_ATPase_C
TrH2_TrispH2_006865-RA	SAM_2
TrH2_TrispH2_006866-RA	
TrH2_TrispH2_006867-RA	zf-HIT
TrH2_TrispH2_006868-RA	Peptidase_C1_2
TrH2_TrispH2_006869-RA	Peptidase_C1_2
TrH2_TrispH2_006870-RA	Tcp10_C
TrH2_TrispH2_006871-RA	CDK2AP
TrH2_TrispH2_006872-RA	RF-1
TrH2_TrispH2_006873-RA	Fructosamin_kin
TrH2_TrispH2_006874-RA	Biotin_lipoyl E3_binding 2-oxoacid_dh
TrH2_TrispH2_006875-RA	SPRY
TrH2_TrispH2_006876-RA	Cullin ANAPC2
TrH2_TrispH2_006877-RA	7tm_1
TrH2_TrispH2_006878-RA	
TrH2_TrispH2_006879-RA	7tm_1
TrH2_TrispH2_006880-RA	7tm_1
TrH2_TrispH2_006881-RA	DUF4062 NACHT TPR_12 TPR_12 TPR_12
TrH2_TrispH2_006882-RA	Metallophos
TrH2_TrispH2_006883-RA	Band_7 Flot
TrH2_TrispH2_006884-RA	Band_7 Flot
TrH2_TrispH2_006885-RA	PP2C
TrH2_TrispH2_006886-RA	zf-RING_2
TrH2_TrispH2_006887-RA	ANTH I_LWEQ
TrH2_TrispH2_006888-RA	Pkinase
TrH2_TrispH2_006889-RA	Mpv17_PMP22
TrH2_TrispH2_006890-RA	RGS Pkinase PH
TrH2_TrispH2_006891-RA	
TrH2_TrispH2_006892-RA	UFD1
TrH2_TrispH2_006893-RA	SIR2
TrH2_TrispH2_006894-RA	Pkinase
TrH2_TrispH2_006895-RA	Rhodanese DSPc
TrH2_TrispH2_006896-RA	SNF2_N Helicase_C
TrH2_TrispH2_006897-RA	MMR_HSR1 MMR_HSR1_Xtn TGS
TrH2_TrispH2_006898-RA	PHD PHF12_MRG_bd PHD
TrH2_TrispH2_006899-RA	DUF2040
TrH2_TrispH2_006900-RA	SERRATE_Ars2_N ARS2
TrH2_TrispH2_006901-RA	
TrH2_TrispH2_006902-RA	Complex1_51K SLBB NADH_4Fe-4S
TrH2_TrispH2_006903-RA	
TrH2_TrispH2_006904-RA	ANF_receptor 7tm_3
TrH2_TrispH2_006905-RA	ANF_receptor 7tm_3
TrH2_TrispH2_006906-RA	ANF_receptor 7tm_3
TrH2_TrispH2_006907-RA	ANF_receptor 7tm_3
TrH2_TrispH2_006908-RA	
TrH2_TrispH2_006909-RA	
TrH2_TrispH2_006910-RA	LRR_8
TrH2_TrispH2_006911-RA	Death NB-ARC APAF1_C
TrH2_TrispH2_006912-RA	Cyclin_N
TrH2_TrispH2_006913-RA	Septin
TrH2_TrispH2_006914-RA	Rhodanese
TrH2_TrispH2_006915-RA	VWA_2 INT_SG_DDX_CT_C
TrH2_TrispH2_006916-RA	
TrH2_TrispH2_006917-RA	NACHT
TrH2_TrispH2_006918-RA	
TrH2_TrispH2_006919-RA	
TrH2_TrispH2_006920-RA	TPR_12 TPR_12 TPR_12 TPR_12 TPR_10 TPR_12 TPR_12 TPR_8 TPR_12 TPR_12 TPR_10 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12
TrH2_TrispH2_006921-RA	
TrH2_TrispH2_006922-RA	NACHT
TrH2_TrispH2_006923-RA	GST_N_3 GST_C
TrH2_TrispH2_006924-RA	ADH_N ADH_zinc_N_2
TrH2_TrispH2_006925-RA	Na_H_Exchanger
TrH2_TrispH2_006926-RA	Na_H_Exchanger
TrH2_TrispH2_006927-RA	Na_H_Exchanger Na_H_Exchanger
TrH2_TrispH2_006928-RA	Na_H_Exchanger
TrH2_TrispH2_006929-RA	RhoGAP
TrH2_TrispH2_006930-RA	Na_H_Exchanger
TrH2_TrispH2_006931-RA	DUF1736 TPR_8 TPR_10 TPR_8 TPR_8 TPR_12
TrH2_TrispH2_006932-RA	
TrH2_TrispH2_006933-RA	
TrH2_TrispH2_006934-RA	ADH_N ADH_zinc_N_2
TrH2_TrispH2_006935-RA	NB-ARC APAF1_C
TrH2_TrispH2_006936-RA	7tm_1
TrH2_TrispH2_006937-RA	
TrH2_TrispH2_006938-RA	7tm_1
TrH2_TrispH2_006939-RA	
TrH2_TrispH2_006940-RA	7tm_1
TrH2_TrispH2_006941-RA	NTP_transferase Hexapep W2
TrH2_TrispH2_006942-RA	NDK
TrH2_TrispH2_006943-RA	
TrH2_TrispH2_006944-RA	zf-rbx1
TrH2_TrispH2_006945-RA	SH2 Ank_2 Ank SH2 Pkinase_Tyr
TrH2_TrispH2_006946-RA	AKAP28
TrH2_TrispH2_006947-RA	PC_rep HEAT_2 RPN2_C
TrH2_TrispH2_006948-RA	
TrH2_TrispH2_006949-RA	UNC80
TrH2_TrispH2_006950-RA	
TrH2_TrispH2_006951-RA	Prenyltrans Prenyltrans Prenyltrans Prenyltrans
TrH2_TrispH2_006952-RA	EF-hand_13 EF-hand_7
TrH2_TrispH2_006953-RA	
TrH2_TrispH2_006954-RA	7tm_1
TrH2_TrispH2_006955-RA	7tm_1
TrH2_TrispH2_006956-RA	7tm_1
TrH2_TrispH2_006957-RA	
TrH2_TrispH2_006958-RA	DUF1394 FragX_IP FragX_IP
TrH2_TrispH2_006959-RA	WD40 WD40
TrH2_TrispH2_006960-RA	7tm_1
TrH2_TrispH2_006961-RA	
TrH2_TrispH2_006962-RA	Methyltransf_11
TrH2_TrispH2_006963-RA	Methyltransf_11
TrH2_TrispH2_006964-RA	Dopey_N
TrH2_TrispH2_006965-RA	CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR
TrH2_TrispH2_006966-RA	
TrH2_TrispH2_006967-RA	CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR CIMR
TrH2_TrispH2_006968-RA	TFIIE_alpha TFIIE-A_C
TrH2_TrispH2_006969-RA	PCNP
TrH2_TrispH2_006970-RA	WD40 WD40 WD40 WD40 WD40 WD40 WD40 WD40 WD40 Utp12
TrH2_TrispH2_006971-RA	LRR_8
TrH2_TrispH2_006972-RA	
TrH2_TrispH2_006973-RA	SAM_1
TrH2_TrispH2_006974-RA	
TrH2_TrispH2_006975-RA	
TrH2_TrispH2_006976-RA	Roc Ras
TrH2_TrispH2_006977-RA	DnaJ
TrH2_TrispH2_006978-RA	
TrH2_TrispH2_006979-RA	PX
TrH2_TrispH2_006980-RA	
TrH2_TrispH2_006981-RA	NuA4
TrH2_TrispH2_006982-RA	Galactosyl_T
TrH2_TrispH2_006983-RA	Ank_2 Ank_2
TrH2_TrispH2_006984-RA	Ank_2
TrH2_TrispH2_006985-RA	Galactosyl_T
TrH2_TrispH2_006986-RA	MRP-S28
TrH2_TrispH2_006987-RA	EF-hand_4
TrH2_TrispH2_006988-RA	MPC
TrH2_TrispH2_006989-RA	
TrH2_TrispH2_006990-RA	Efg1
TrH2_TrispH2_006991-RA	
TrH2_TrispH2_006992-RA	Thiolase_N Thiolase_C
TrH2_TrispH2_006993-RA	Fz Frizzled
TrH2_TrispH2_006994-RA	Metallophos 5_nucleotid_C
TrH2_TrispH2_006995-RA	AC_N Guanylate_cyc Guanylate_cyc
TrH2_TrispH2_006996-RA	Vta1 Vta1_C
TrH2_TrispH2_006997-RA	CAF1C_H4-bd WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_006998-RA	TMEM135_C_rich
TrH2_TrispH2_006999-RA	YccF YccF
TrH2_TrispH2_007000-RA	YccF YccF
TrH2_TrispH2_007001-RA	
TrH2_TrispH2_007002-RA	SNF2_N Helicase_C HAND SLIDE
TrH2_TrispH2_007003-RA	Peptidase_M1_N Peptidase_M1 ERAP1_C ERAP1_C
TrH2_TrispH2_007004-RA	Peptidase_M1_N Peptidase_M1 ERAP1_C ERAP1_C
TrH2_TrispH2_007005-RA	Peptidase_M1_N Peptidase_M1 ERAP1_C
TrH2_TrispH2_007006-RA	FERM_f0 FERM_M IRS Talin_middle VBS I_LWEQ
TrH2_TrispH2_007007-RA	KH_1 KH_1 TUDOR
TrH2_TrispH2_007008-RA	Carboxyl_trans
TrH2_TrispH2_007009-RA	CLCA VWA
TrH2_TrispH2_007010-RA	
TrH2_TrispH2_007011-RA	FAA_hydrolase_N FAA_hydrolase
TrH2_TrispH2_007012-RA	FOP_dimer
TrH2_TrispH2_007013-RA	LisH_TPL WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_007014-RA	LRR_8
TrH2_TrispH2_007015-RA	Tmemb_161AB
TrH2_TrispH2_007016-RA	
TrH2_TrispH2_007017-RA	TFIIA_gamma_N TFIIA_gamma_C
TrH2_TrispH2_007018-RA	MGAT2
TrH2_TrispH2_007019-RA	PPIP5K2_N His_Phos_2
TrH2_TrispH2_007020-RA	MYCBPAP
TrH2_TrispH2_007021-RA	Zwilch
TrH2_TrispH2_007022-RA	Sel1 Sel1 Sel1 Sel1 Sel1 Sel1 Sel1
TrH2_TrispH2_007023-RA	Sel1 Sel1 Sel1 Sel1 Sel1
TrH2_TrispH2_007024-RA	SAC3_GANP
TrH2_TrispH2_007025-RA	Formyl_trans_N Formyl_trans_C
TrH2_TrispH2_007026-RA	
TrH2_TrispH2_007027-RA	PIP5K
TrH2_TrispH2_007028-RA	His_Phos_2
TrH2_TrispH2_007029-RA	I-set I-set fn3 fn3 fn3 fn3
TrH2_TrispH2_007030-RA	I-set I-set Sushi Ig_3 Ig_3 I-set fn3 fn3
TrH2_TrispH2_007031-RA	NO_synthase Flavodoxin_1 FAD_binding_1 NAD_binding_1
TrH2_TrispH2_007032-RA	7tm_1
TrH2_TrispH2_007033-RA	7tm_1
TrH2_TrispH2_007034-RA	Arrestin_N Arrestin_C Arrestin_N Arrestin_C
TrH2_TrispH2_007035-RA	
TrH2_TrispH2_007036-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007037-RA	Arrestin_N Arrestin_C Arrestin_N Arrestin_C
TrH2_TrispH2_007038-RA	Arrestin_N Arrestin_N Arrestin_C
TrH2_TrispH2_007039-RA	
TrH2_TrispH2_007040-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007041-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007042-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007043-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007044-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007045-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007046-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007047-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007048-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007049-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007050-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007051-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007052-RA	
TrH2_TrispH2_007053-RA	
TrH2_TrispH2_007054-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_007055-RA	cNMP_binding
TrH2_TrispH2_007056-RA	L51_S25_CI-B8
TrH2_TrispH2_007057-RA	Ribosomal_S3Ae
TrH2_TrispH2_007058-RA	Nrf1_DNA-bind
TrH2_TrispH2_007059-RA	
TrH2_TrispH2_007060-RA	F-box-like Ank_4
TrH2_TrispH2_007061-RA	Ribosomal_L31e
TrH2_TrispH2_007062-RA	NAAA-beta CBAH
TrH2_TrispH2_007063-RA	EPL1 PHD_2 zf-HC5HC2H_2
TrH2_TrispH2_007064-RA	UPF0016 UPF0016
TrH2_TrispH2_007065-RA	Laminin_G_1 DUF1647
TrH2_TrispH2_007066-RA	HMA
TrH2_TrispH2_007067-RA	Pribosyltran_N Pribosyl_synth
TrH2_TrispH2_007068-RA	ArfGap PH RhoGAP
TrH2_TrispH2_007069-RA	zf-C2H2_jaz
TrH2_TrispH2_007070-RA	DUF719
TrH2_TrispH2_007071-RA	Nucleoporin_FG2
TrH2_TrispH2_007072-RA	DUF812
TrH2_TrispH2_007073-RA	cNMP_binding
TrH2_TrispH2_007074-RA	ATP_bind_3 zn-ribbon_14
TrH2_TrispH2_007075-RA	malic Malic_M Malic_M
TrH2_TrispH2_007076-RA	CTP_transf_like
TrH2_TrispH2_007077-RA	zf-RING_2
TrH2_TrispH2_007078-RA	Rhodanese
TrH2_TrispH2_007079-RA	ZZ zf-Di19
TrH2_TrispH2_007080-RA	SPRY
TrH2_TrispH2_007081-RA	Nop14
TrH2_TrispH2_007082-RA	DUF2475 DUF2475 DUF2475
TrH2_TrispH2_007083-RA	CUB Kelch_4 Kelch_4 Kelch_3 Kelch_5 PSI
TrH2_TrispH2_007084-RA	WBP-1
TrH2_TrispH2_007085-RA	
TrH2_TrispH2_007086-RA	
TrH2_TrispH2_007087-RA	L51_S25_CI-B8
TrH2_TrispH2_007088-RA	KH_1 KH_1 KH_1
TrH2_TrispH2_007089-RA	
TrH2_TrispH2_007090-RA	PDZ RGS
TrH2_TrispH2_007091-RA	HIG_1_N
TrH2_TrispH2_007092-RA	Ribosomal_L35p
TrH2_TrispH2_007093-RA	FYVE
TrH2_TrispH2_007094-RA	SRP_TPR_like SRP72
TrH2_TrispH2_007095-RA	Snf7
TrH2_TrispH2_007096-RA	CBFB_NFYA
TrH2_TrispH2_007098-RA	RAWUL
TrH2_TrispH2_007099-RA	
TrH2_TrispH2_007100-RA	zf-C3HC4_2 RAWUL
TrH2_TrispH2_007101-RA	SNRNP27
TrH2_TrispH2_007102-RA	DUF872
TrH2_TrispH2_007103-RA	
TrH2_TrispH2_007104-RA	LSM
TrH2_TrispH2_007105-RA	R3H
TrH2_TrispH2_007106-RA	LSDAT_euk Ion_trans
TrH2_TrispH2_007107-RA	Tetraspanin
TrH2_TrispH2_007108-RA	p450
TrH2_TrispH2_007109-RA	p450
TrH2_TrispH2_007110-RA	RabGAP-TBC
TrH2_TrispH2_007111-RA	
TrH2_TrispH2_007113-RA	PH
TrH2_TrispH2_007114-RA	
TrH2_TrispH2_007115-RA	SET
TrH2_TrispH2_007116-RA	UDG
TrH2_TrispH2_007117-RA	Pribosyltran
TrH2_TrispH2_007118-RA	TMIE
TrH2_TrispH2_007119-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
TrH2_TrispH2_007120-RA	Peptidase_M8 Peptidase_M8
TrH2_TrispH2_007121-RA	
TrH2_TrispH2_007122-RA	Peptidase_M8
TrH2_TrispH2_007123-RA	Peptidase_M8
TrH2_TrispH2_007124-RA	Peptidase_M8
TrH2_TrispH2_007125-RA	Peptidase_M8
TrH2_TrispH2_007126-RA	Furin-like_2
TrH2_TrispH2_007127-RA	Peptidase_M8
TrH2_TrispH2_007128-RA	Peptidase_M8 7tm_1
TrH2_TrispH2_007129-RA	Nramp
TrH2_TrispH2_007130-RA	DEAD Helicase_C
TrH2_TrispH2_007131-RA	
TrH2_TrispH2_007132-RA	FTCD_N FTCD FTCD_C
TrH2_TrispH2_007133-RA	FTCD_N FTCD FTCD_C
TrH2_TrispH2_007134-RA	FTCD_N
TrH2_TrispH2_007135-RA	WBP-1
TrH2_TrispH2_007136-RA	
TrH2_TrispH2_007137-RA	
TrH2_TrispH2_007138-RA	
TrH2_TrispH2_007139-RA	
TrH2_TrispH2_007140-RA	Dpy19
TrH2_TrispH2_007141-RA	
TrH2_TrispH2_007142-RA	RRM_1
TrH2_TrispH2_007143-RA	NMT NMT_C
TrH2_TrispH2_007144-RA	S-methyl_trans Pterin_bind B12-binding_2 B12-binding Met_synt_B12
TrH2_TrispH2_007145-RA	
TrH2_TrispH2_007146-RA	
TrH2_TrispH2_007147-RA	SWIB
TrH2_TrispH2_007148-RA	JAB MitMem_reg
TrH2_TrispH2_007149-RA	MFS_1
TrH2_TrispH2_007150-RA	MFS_1
TrH2_TrispH2_007151-RA	CUE
TrH2_TrispH2_007152-RA	ANF_receptor 7tm_3
TrH2_TrispH2_007153-RA	ANF_receptor 7tm_3
TrH2_TrispH2_007154-RA	ANF_receptor 7tm_3
TrH2_TrispH2_007155-RA	
TrH2_TrispH2_007156-RA	
TrH2_TrispH2_007157-RA	
TrH2_TrispH2_007158-RA	ANF_receptor 7tm_3
TrH2_TrispH2_007159-RA	
TrH2_TrispH2_007160-RA	Rad17
TrH2_TrispH2_007161-RA	LSM
TrH2_TrispH2_007162-RA	ANF_receptor 7tm_3
TrH2_TrispH2_007163-RA	
TrH2_TrispH2_007164-RA	Ribosomal_S25
TrH2_TrispH2_007165-RA	zf-HIT
TrH2_TrispH2_007166-RA	TMEM192
TrH2_TrispH2_007167-RA	DEAD Helicase_C
TrH2_TrispH2_007168-RA	ATP_bind_1
TrH2_TrispH2_007169-RA	RRM_1
TrH2_TrispH2_007170-RA	FA_hydroxylase
TrH2_TrispH2_007171-RA	
TrH2_TrispH2_007172-RA	V-set Ig_3 I-set Ig_3 fn3
TrH2_TrispH2_007173-RA	
TrH2_TrispH2_007174-RA	WD40 WD40 WD40 WD40
TrH2_TrispH2_007175-RA	RRM_1
