TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	4	batch2	Hhon	Hhon_187	6.4836254	9.763123
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_233	-3.6490014	13.901892
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_252	17.99004	17.70401
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_8	-12.59311	3.6527395
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.600264	10.203096
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_19	1.7046663	10.219371
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_179	5.986982	4.0195284
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_2	-10.587513	4.0976825
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_54	-1.6782546	1.9704652
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_247	7.7140903	-4.483304
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_223	-7.669408	10.289584
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_126	8.718984	9.34015
unassigned	unassigned	unassigned	epithelia_unknown	plum3	49	batch2	Hhon	Hhon_182	6.4375043	3.387395
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_174	6.9813104	6.684533
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	3.5474353	12.051891
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	35	batch2	Hhon	Hhon_227	-3.7734609	9.936657
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_192	3.6939743	12.791501
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_190	3.813064	12.997754
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_216	11.403026	19.359816
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_8	-12.608162	3.818093
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	35	batch2	Hhon	Hhon_227	-3.7642658	9.936825
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_213	11.373179	19.373087
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	23	batch2	Hhon	Hhon_167	9.344883	7.011659
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_152	6.875373	9.647891
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_172	6.861579	7.3851233
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_57	-0.84523654	2.6459694
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_212	12.114773	19.177807
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_207	3.5768106	12.18013
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_47	-1.0114022	1.6455053
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_47	-0.987969	1.2794148
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_185	5.086784	12.732562
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_168	7.2703924	7.5761147
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_179	6.318882	4.1109233
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_28	12.444607	-1.880814
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_241	-9.353931	-4.0308256
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	7.662244	7.5569496
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_47	-0.8379392	1.484637
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_23	9.992651	-11.735814
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	15	batch2	Hhon	Hhon_160	6.0636234	9.811529
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_158	7.4130487	8.440114
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_243	-9.315666	-4.094978
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_153	7.0395074	8.695682
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	8.055947	8.021876
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_152	6.850982	8.367006
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_49	-0.8352376	2.4566808
unassigned	unassigned	unassigned	epithelia_unknown	plum3	30	batch2	Hhon	Hhon_177	6.205945	4.375892
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	Hhon	Hhon_85	8.926489	5.3743715
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	3.8407266	13.0222
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_99	8.252376	6.114519
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_219	10.229628	23.382238
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_30	12.177377	-3.311531
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_83	-0.86440915	1.1219333
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	24	batch2	Hhon	Hhon_88	-0.8979825	1.834545
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_165	6.9021077	6.7528777
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_8	-12.668883	3.8382018
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	35	batch2	Hhon	Hhon_227	8.124455	13.268186
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_172	7.024916	7.9844117
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	6.3069544	10.398566
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	6.660967	10.048044
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.7303877	10.204222
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_221	9.385595	23.208033
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	5.9858065	3.9861221
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_244	15.977879	-7.967629
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	Hhon	Hhon_229	21.862682	-3.0061803
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	6.027268	4.140718
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_235	-5.966008	-7.045386
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_57	-1.035536	2.7147818
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_168	7.2866807	8.078658
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_213	11.347463	19.338951
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_142	7.8649964	7.894089
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_128	8.056809	9.503605
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_172	6.9101334	7.8094435
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_49	-1.1191471	1.1011974
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_131	7.2300034	9.217036
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_231	2.134573	-7.6496296
unassigned	unassigned	unassigned	peptidergic_other_1	paleturquoise3	35	batch2	Hhon	Hhon_254	-3.8661926	10.228981
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.364429	7.4004335
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_173	7.0711164	7.2304935
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_3	-11.575038	4.46226
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_74	-1.3896625	2.4964855
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	39	batch2	Hhon	Hhon_88	-1.0435017	2.6619685
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_147	7.9482036	7.0216336
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_187	3.6213157	11.810681
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_172	6.8456726	8.472874
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_49	-0.78574044	2.2237546
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_20	1.8074092	10.269425
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_193	3.652325	12.835317
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_219	10.281948	23.437956
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_48	-0.37259513	2.1074321
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_230	2.4587543	-7.9804277
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_137	6.7809663	9.514589
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_137	6.463044	9.715049
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	41	batch2	Hhon	Hhon_253	-3.8168037	10.973027
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	50	batch2	Hhon	Hhon_246	-9.589685	14.169171
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_27	12.766007	-2.0369146
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_244	15.977749	-7.9652457
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_53	-1.7680775	1.8122463
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_251	5.4839582	-6.947076
unassigned	unassigned	unassigned	peptidergic_other_2	paleturquoise3	55	batch2	Hhon	Hhon_255	5.7738776	-14.392694
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_57	-0.89732045	2.7527754
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_18	1.8021023	10.565899
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_221	10.191583	23.373499
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	-0.08798247	1.360102
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_52	-1.5734805	2.183863
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_165	7.3145003	7.931941
unassigned	unassigned	unassigned	epithelia_unknown	plum3	49	batch2	Hhon	Hhon_182	6.4506516	3.4286454
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	3	batch2	Hhon	Hhon_147	8.127532	6.409656
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.6831975	6.882952
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_28	12.3324795	-1.841888
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_27	12.629674	-1.8520833
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_164	7.477699	9.537263
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_126	8.792194	9.194149
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_230	2.4440951	-7.969484
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_164	8.232265	8.784838
unassigned	unassigned	unassigned	epithelia_gland_like	orange	23	batch2	Hhon	Hhon_105	9.367705	6.9994364
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_138	6.9248085	9.479726
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	15	batch2	Hhon	Hhon_132	7.040487	9.667951
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_48	-1.0172511	1.6930295
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_239	-9.298167	-3.8782115
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_51	-1.3880495	1.184327
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_21	2.017763	10.973675
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_137	6.7351017	9.631665
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_118	8.803685	9.08912
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_236	-5.9562817	-7.0553207
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_27	12.750008	-1.7405047
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_76	-0.6239875	2.6613576
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	-0.016353453	0.5380919
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_201	4.007729	12.633396
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	4.3965197	12.842157
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_22	1.7370301	10.774215
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_149	7.81737	7.006319
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_149	7.678291	6.6799197
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_241	-9.298401	-4.1403117
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_192	3.7955298	12.883418
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	5.9351945	3.9442225
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_222	9.352688	23.19583
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	8.017721	7.9538364
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_168	7.190628	8.456353
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_57	-1.0565286	2.7592688
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_137	6.8755484	9.061635
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	5.110827	6.9717355
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_241	-9.179046	-4.169824
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	-0.16484457	0.8231353
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.401539	7.4782615
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_153	7.318478	9.140846
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	4	batch2	Hhon	Hhon_210	7.1465244	8.568491
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	3.3816106	11.957392
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_8	-12.103814	3.269407
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_223	-7.6876197	10.269165
unassigned	unassigned	unassigned	epithelia_unknown	plum3	30	batch2	Hhon	Hhon_177	6.1855674	4.436987
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.714223	10.274182
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_30	13.132625	-3.3650167
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_58	-1.5616342	2.343735
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_234	-3.709136	13.771286
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_51	0.043118488	0.55741745
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_25	9.925651	-11.836764
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_210	7.2539716	8.1606655
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_28	12.332903	-1.8229765
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_99	8.365354	5.8059335
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_195	3.8086553	12.942597
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_23	10.140199	-11.675243
unassigned	unassigned	unassigned	gland_1_like	darkorange3	45	batch2	Hhon	Hhon_87	1.6850916	12.7090225
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_152	7.291068	8.324248
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	0.094936386	1.0903413
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	-0.13878357	1.1093115
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	Hhon	Hhon_245	1.124608	-5.341857
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_58	-1.3845626	1.1631858
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_172	7.045158	7.687784
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_252	17.988878	17.704168
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_190	3.6840727	12.250148
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_153	7.221035	8.955186
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_128	8.35903	9.496623
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.878539	7.232868
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_136	7.1764	9.302393
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_204	3.5442066	12.004671
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_153	6.762984	9.51287
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	5.9127116	7.3234286
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	23	batch2	Hhon	Hhon_147	8.561149	6.306307
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_27	12.641529	-1.7399839
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.25007	7.5364957
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_40	13.781133	-2.9146736
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_149	7.757362	7.157982
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_174	7.193792	7.441735
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_152	7.530258	7.8419642
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	3	batch2	Hhon	Hhon_147	8.234425	6.574822
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	13	batch2	Hhon	Hhon_139	3.8096645	12.785275
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_83	-0.55276483	0.6347258
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_184	4.8100386	6.830738
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_100	8.308323	7.258754
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_190	3.628862	12.708755
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_25	9.819443	-11.56641
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_149	7.3155475	7.097243
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_179	6.345749	4.605824
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_168	7.1342664	8.252979
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_244	15.979187	-7.969411
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	3.9106357	12.965688
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_152	6.8319273	6.825685
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_149	7.571474	7.634453
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_153	7.1777654	8.523454
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_248	-5.002509	-11.522088
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	7.7319436	7.486014
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_83	-0.57690936	0.5594622
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	39	batch2	Hhon	Hhon_224	-8.400236	1.0012408
unassigned	unassigned	unassigned	peptidergic_other_1	paleturquoise3	35	batch2	Hhon	Hhon_254	-3.8724256	10.213865
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	7.8610415	7.7121882
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_168	7.5410905	7.7235017
