Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	47	batch2	TrH2	TrH2_213	20.169949	15.490399
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.041442	5.218322
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	7.3537464	8.222776
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-12.139533	1.0835366
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_189	7.1623263	10.95642
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.7791967	-1.7968199
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.0661256	-1.666094
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	45	batch2	TrH2	TrH2_214	1.885833	-10.031689
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_77	-0.17369536	13.823264
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	56	batch2	TrH2	TrH2_209	5.045045	-13.511427
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	2.3462875	-2.1961899
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	9.151318	2.8590205
unassigned	unassigned	unassigned	fibre	chartreuse3	20	batch2	TrH2	TrH2_60	7.356962	8.193631
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_69	0.19112875	15.262448
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	-2.3515775	10.437333
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-12.182216	0.9661796
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_75	-1.5581428	16.04146
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_75	-1.40087	15.887415
unassigned	unassigned	unassigned	peptidergic_nu	cyan4	48	batch2	TrH2	TrH2_216	14.848065	-10.754852
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.2441552	-1.6324972
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	28	batch2	TrH2	TrH2_169	2.3430834	-1.9790899
unassigned	unassigned	unassigned	fibre	chartreuse3	20	batch2	TrH2	TrH2_60	7.3675494	8.228879
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_49	4.391876	23.405313
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_211	-4.9614134	0.79915637
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_116	-11.764084	-1.1943891
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_127	8.638562	3.6580517
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.0978425	-1.6409518
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_189	7.330487	11.100916
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	7.3418283	8.246677
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-11.990376	-1.2468791
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	TrH2	TrH2_150	8.497282	3.6643574
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.11233	18.858604
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.5728939	-1.8611304
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.98654866	16.20404
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_59	0.35114434	15.538325
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-12.181104	1.2846155
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.2718651	-1.7238657
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_79	-0.30923328	15.934365
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.805637	-1.1839933
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_4	2.5649383	-1.8812222
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_206	-8.176382	13.826663
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_166	6.3083615	9.2985735
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_9	2.5448961	-1.869148
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.1759331	-1.6155382
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_151	8.59724	7.20727
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-12.098618	1.0065426
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-12.185296	1.2197802
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.8782563	-1.680077
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.1022148	-1.7155005
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.469133	2.871046
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.28004754	16.252083
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.631095	19.457447
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_49	4.310191	23.31239
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.291398	5.418757
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	2.4612548	-1.6648525
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.067507	-0.68766075
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.83127546	16.021795
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_150	8.461089	5.657591
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.49598676	15.997965
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_149	9.259404	5.225406
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	3.8686469	-1.9048256
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_68	0.52014375	15.6044855
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.183536	-1.7443497
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	34	batch2	TrH2	TrH2_204	-4.376577	5.8372498
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.1461462	16.202444
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-12.14273	1.0807022
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_13	4.720233	-2.5486002
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.9951685	16.181864
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	2.7544549	-2.0188253
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_153	9.649831	7.4524913
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-10.909223	-0.4440841
unassigned	unassigned	unassigned	fibre	chartreuse3	20	batch2	TrH2	TrH2_60	7.3422017	8.261744
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_9	3.0381176	-1.7665883
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_112	-11.087686	-0.3882552
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_150	8.622837	4.669319
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_72	-1.4586048	15.989781
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.398694	-1.0180001
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-11.338851	0.52984154
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.0907085	-1.6881485
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	2.3572052	-2.003802
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.1445262	-1.6250747
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.5349765	-1.7677034
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.39625368	16.196245
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.9902208	16.14188
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.218898	-1.67984
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.7306408	15.987026
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-12.186468	1.2032204
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	20	batch2	TrH2	TrH2_180	-12.367847	0.63214475
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.3672276	-1.904826
unassigned	unassigned	unassigned	fibre	chartreuse3	44	batch2	TrH2	TrH2_60	-3.6340086	-7.2367153
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_215	-3.6330335	2.9792519
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.90215904	16.198708
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.904556	-1.6806647
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	-0.38390774	15.528914
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_5	2.593545	-1.6367716
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.036145	16.17357
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.089368	-1.6009916
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.0365098	16.128632
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_68	0.57573396	15.751385
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	40	batch2	TrH2	TrH2_48	4.177115	23.061132
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_4	2.1865206	-2.1665533
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.0623033	16.251186
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.016734498	15.260614
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_87	0.50285614	15.726801
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_4	2.3319468	-1.8478479
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.5177555	2.8416982
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.0554605	-1.6665453
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.232055	5.134932
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.33873	2.9598272
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.0350914	16.127886
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_190	6.9439535	11.10173
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_189	7.240564	10.6361
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.4470066	15.667086
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.2209306	-1.6096511
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.9239536	16.028622
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.39786664	15.551163
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.092628	18.8396
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.694361	0.5917464
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_211	-4.9208374	0.49706557
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_166	6.3073	9.280966
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.0590107	-1.7585192
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.4380622	-2.0295622
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.224311	2.9576726
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.922542	-1.7342346
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_49	4.3158875	23.316963
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.494437	2.824116
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_167	6.2934875	9.280895
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_79	-0.37887973	15.388545
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.764283	-1.1680402
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_189	7.3145924	11.055691
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_66	-0.7243951	15.713972
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	2.5140932	-1.7040462
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	3.130498	-1.7422811
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.039073	5.030787
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.0438383	16.158823
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.6994534	-1.7425479
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.049896	-1.5636533
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.186712	-1.685525
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.8972368	16.125889
unassigned	unassigned	unassigned	fibre	chartreuse3	6	batch2	TrH2	TrH2_60	2.5116804	-1.7076805
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_43	0.8435839	6.4365406
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_9	2.6579795	-1.6345651
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.616058	3.7083576
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.792636	16.06488
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.196874	-1.6327817
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_64	0.12591594	15.229441
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.6512022	-1.8144779
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.53226286	15.814662
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_88	-0.4006175	15.41068
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-11.591342	1.1854749
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_134	13.417841	3.553073
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.1852748	-1.5661622
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_9	2.5232036	-1.7639594
unassigned	unassigned	unassigned	fibre	chartreuse3	6	batch2	TrH2	TrH2_69	2.5885844	-1.8111187
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_79	-0.18396224	15.483338
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_60	0.54279727	15.63615
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.0094362	16.411102
unassigned	unassigned	unassigned	fibre	chartreuse3	20	batch2	TrH2	TrH2_60	7.3727093	8.23236
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.162084	5.245004
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.0048022	-1.8241323
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_150	8.5393305	6.965208
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	2.7320654	-2.0223362
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	3.7496696	-1.778195
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_5	3.039336	-1.5962179
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.8756246	16.051777
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	2.6506655	-1.7177336
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.1615183	-1.7008018
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.8403816	-2.5428295
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.9858597	16.179607
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_59	-0.22689438	15.293947
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.100015	4.9380035
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_189	7.1862855	11.082543
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	2.6960213	-1.9208881
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.515905	19.324043
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_150	8.431757	5.624675
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_178	8.680117	9.741654
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_215	-3.2861233	3.1242604
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	41	batch2	TrH2	TrH2_210	19.144197	-3.437159
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.4003015	-1.8440232
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.1310444	-1.6682582
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.92965066	16.096142
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.964915	-1.1522685
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_117	-11.048275	0.4043382
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	0	batch2	TrH2	TrH2_194	9.661954	6.2968082
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.1741195	-1.6411735
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.9921106	16.07261
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.685124	-2.8775291
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_115	-12.06042	-1.0709909
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.0499133	16.21196
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_137	9.736036	6.038259
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_59	0.61624295	15.75276
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.403647	5.2682905
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_181	8.480916	10.285647
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	45	batch2	TrH2	TrH2_214	1.9175725	-9.999447
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_211	-4.969641	0.81580156
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	52	batch2	TrH2	TrH2_198	22.215675	4.317285
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_150	8.906318	5.133681
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_60	-0.57459354	15.457332
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.101669	18.851292
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.03782	-1.6897982
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_5	2.877305	-1.7049739
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_5	2.6016955	-1.890585
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	52	batch2	TrH2	TrH2_198	22.217283	4.3140984
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	8.850594	4.758091
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_90	0.77458394	16.471033
unassigned	unassigned	unassigned	gland_1	darkorange3	13	batch2	TrH2	TrH2_119	0.27467728	15.844159
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.93605465	16.166277
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.3386693	-1.6739522
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	-2.4926865	10.309397
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_152	9.428419	6.456918
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_75	-1.4375385	15.919833
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	54	batch2	TrH2	TrH2_205	9.730249	-7.692599
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	2.5810513	-2.0337002
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.104696	18.850973
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_75	-1.277987	15.892118
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	13	batch2	TrH2	TrH2_37	-0.39709884	15.586983
unassigned	unassigned	unassigned	gland_1	darkorange3	44	batch2	TrH2	TrH2_119	-3.628858	-7.239366
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.7414602	15.967815
